correlation,scores_based_on_emp_rank,p_value,subharmonic_method,periods_considered,threshold_exponent,compared_with,exp_with,ground_truth_type,clean_subharmonic_method,method_focus
0.616829727671509,"[0.0, 0.1310116144078594, 0.0869765634637853, 0.0661548357867003, 0.0946124721748221, 0.1597428239254548, 0.0852191017657928, 0.1181544940949277, 0.0796315512475953, 0.2023952518623577, 0.2577716487800783, 0.1823876467906527, 1.0]",0.0247308583182449,Smallest_t_sub_and_filter_by_smallest_delta_t,23,10**12,Ranking Order,Intervals,Intervals - Ranking Order,Method E,T_sub focused
0.6117012804065789,"[0.0, 0.1310116144078594, 0.0869765634637853, 0.0805819431379665, 0.0946124721748221, 0.1597428239254548, 0.1043522459952095, 0.1181544940949277, 0.0634839599837056, 0.2023952518623577, 0.2577716487800783, 0.1823876467906527, 1.0]",0.0263047441897585,Smallest_t_sub_and_filter_by_smallest_ratio,23,10**12,Ranking Order,Intervals,Intervals - Ranking Order,Method F,T_sub focused
-0.3906209771183975,"[0.0, 0.0, 1.0, 0.6546922875876561, 0.0170778142572475, 0.0102703634876317, 0.0134740712549331, 0.0170088018185473, 0.0248123292756167, 0.0081610676922941, 0.0326625020293743, 0.0041372550957016, 0.0046564379901029]",0.186945814991958,Smallest_delta_t_and_choose_top_3_delta_t,24,10**12,Ranking Order,Intervals,Intervals - Ranking Order,Method B,Delta_t focused
-0.3728696570489254,"[0.0, 0.0, 1.0, 0.6546922875876561, 0.011105226791292, 0.0121030007512761, 0.0144606281882547, 0.0170088018185473, 0.0248123292756167, 0.0121085528696387, 0.0326625020293743, 0.0184904831363259, 0.0369612943586312]",0.2095506438677802,Smallest_delta_t_and_filter_by_smallest_ratio,24,10**12,Ranking Order,Intervals,Intervals - Ranking Order,Method C,Delta_t focused
-0.3989914140513294,"[0.0, 0.0, 1.0, 0.6546922875876561, 0.0099177730361699, 0.0102703634876317, 0.0021224142986036, 0.0043820998743692, 0.0066725966654548, 0.0081610676922941, 0.0011645806103769, 0.0027763040899162, 0.0038656528030411]",0.1768447036710622,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),24,10**12,Ranking Order,Intervals,Intervals - Ranking Order,Method A,Delta_t focused
-0.35197962470696,"[0.0, 0.0, 1.0, 0.6546922875876647, 0.0191845976590886, 0.0209082807802671, 0.0186978165125254, 0.0145718938054033, 0.0428640101713899, 0.0209178722239129, 0.0564254086610876, 0.0319428397239697, 0.0638516956524922]",0.2382268369191279,Smallest_ratio_and_choose_top_3_ratio,24,10**12,Ranking Order,Intervals,Intervals - Ranking Order,Method I,Delta_t/T_sub focused
-0.3743327204859111,"[0.0, 0.0, 1.0, 0.6546922875876561, 0.0170778142572475, 0.0102703634876317, 0.0134740712549331, 0.0170088018185473, 0.0248123292756167, 0.0081610676922941, 0.0326625020293743, 0.0184904831363259, 0.0369612943586312]",0.2076264675120219,Smallest_ratio_and_filter_by_smallest_delta_t,24,10**12,Ranking Order,Intervals,Intervals - Ranking Order,Method H,Delta_t/T_sub focused
-0.3882923972043002,"[0.0, 0.0, 1.0, 0.6546922875876561, 0.0099177730361699, 0.0102703634876317, 0.0090421872153165, 0.0089665605294335, 0.0094182618071886, 0.0081610676922941, 0.0060871760703052, 0.0184904831363259, 0.0169803023083946]",0.1898192254119523,Smallest_ratio_and_filter_by_smallest_t_sub,24,10**12,Ranking Order,Intervals,Intervals - Ranking Order,Method G,Delta_t/T_sub focused
-0.017090166572328,"[0.3018200784198099, 0.0, 0.7214823642898025, 0.9912374823239092, 1.0, 0.3729559679673576, 0.5420628995644188, 0.8997177900299042, 0.8849506219500041, 0.2254764000928299, 0.7191775546285399, 0.1017991798352541, 0.506620074603839]",0.955808821648524,Smallest_t_sub_and_choose_top_3_t_sub,24,10**12,Ranking Order,Intervals,Intervals - Ranking Order,Method D,T_sub focused
0.616829727671509,"[0.0, 0.1310116144078594, 0.0869765634637853, 0.0661548357867003, 0.0946124721748221, 0.1597428239254548, 0.0852191017657928, 0.1181544940949277, 0.0796315512475953, 0.2023952518623577, 0.2577716487800783, 0.1823876467906527, 1.0]",0.0247308583182449,Smallest_t_sub_and_filter_by_smallest_delta_t,24,10**12,Ranking Order,Intervals,Intervals - Ranking Order,Method E,T_sub focused
0.6117012804065789,"[0.0, 0.1310116144078594, 0.0869765634637853, 0.0805819431379665, 0.0946124721748221, 0.1597428239254548, 0.1043522459952095, 0.1181544940949277, 0.0634839599837056, 0.2023952518623577, 0.2577716487800783, 0.1823876467906527, 1.0]",0.0263047441897585,Smallest_t_sub_and_filter_by_smallest_ratio,24,10**12,Ranking Order,Intervals,Intervals - Ranking Order,Method F,T_sub focused
-0.387676798962937,"[0.0, 0.0, 1.0, 0.6546922875876561, 0.0170778142572475, 0.0102703634876317, 0.0134740712549331, 0.0315049517330414, 0.0248123292756167, 0.0234053016147052, 0.0326625020293743, 0.0041372550957016, 0.0046564379901029]",0.1905834806441875,Smallest_delta_t_and_choose_top_3_delta_t,25,10**12,Ranking Order,Intervals,Intervals - Ranking Order,Method B,Delta_t focused
-0.3714067593310989,"[0.0, 0.0, 1.0, 0.6546922875876561, 0.011105226791292, 0.0121030007512761, 0.0144606281882547, 0.0294599025719835, 0.0248123292756167, 0.0186390996625375, 0.0326625020293743, 0.0184904831363259, 0.0369612943586312]",0.2114856046169234,Smallest_delta_t_and_filter_by_smallest_ratio,25,10**12,Ranking Order,Intervals,Intervals - Ranking Order,Method C,Delta_t focused
-0.3988709245822924,"[0.0, 0.0, 1.0, 0.6546922875876561, 0.0099177730361699, 0.0102703634876317, 0.0021224142986036, 0.0089665605294335, 0.0066725966654548, 0.0081610676922941, 0.0011645806103769, 0.0027763040899162, 0.0038656528030411]",0.176987583566782,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),25,10**12,Ranking Order,Intervals,Intervals - Ranking Order,Method A,Delta_t focused
-0.3469503024809867,"[0.0, 0.0, 1.0, 0.6546922875876647, 0.0135745267784568, 0.0127380356443412, 0.0186978165125254, 0.0508928262827218, 0.0428640101713899, 0.032199579033706, 0.0564254086610876, 0.0319428397239697, 0.0638516956524922]",0.245466764968664,Smallest_ratio_and_choose_top_3_ratio,25,10**12,Ranking Order,Intervals,Intervals - Ranking Order,Method I,Delta_t/T_sub focused
-0.3717803471103384,"[0.0, 0.0, 1.0, 0.6546922875876561, 0.0182770693624175, 0.0121030007512761, 0.0134740712549331, 0.0315049517330414, 0.0248123292756167, 0.0234053016147052, 0.0326625020293743, 0.0184904831363259, 0.0369612943586312]",0.2109904173092985,Smallest_ratio_and_filter_by_smallest_delta_t,25,10**12,Ranking Order,Intervals,Intervals - Ranking Order,Method H,Delta_t/T_sub focused
-0.3880759878630773,"[0.0, 0.0, 1.0, 0.6546922875876561, 0.0102994345723547, 0.0086884648326504, 0.0090421872153165, 0.0070611841108649, 0.0094182618071886, 0.0091622030129608, 0.0060871760703052, 0.0184904831363259, 0.0169803023083946]",0.1900876736708894,Smallest_ratio_and_filter_by_smallest_t_sub,25,10**12,Ranking Order,Intervals,Intervals - Ranking Order,Method G,Delta_t/T_sub focused
-0.017090166572328,"[0.3018200784198099, 0.0, 0.7214823642898025, 0.9912374823239092, 1.0, 0.3729559679673576, 0.5420628995644188, 0.8997177900299042, 0.8849506219500041, 0.2254764000928299, 0.7191775546285399, 0.1017991798352541, 0.506620074603839]",0.955808821648524,Smallest_t_sub_and_choose_top_3_t_sub,25,10**12,Ranking Order,Intervals,Intervals - Ranking Order,Method D,T_sub focused
0.616829727671509,"[0.0, 0.1310116144078594, 0.0869765634637853, 0.0661548357867003, 0.0946124721748221, 0.1597428239254548, 0.0852191017657928, 0.1181544940949277, 0.0796315512475953, 0.2023952518623577, 0.2577716487800783, 0.1823876467906527, 1.0]",0.0247308583182449,Smallest_t_sub_and_filter_by_smallest_delta_t,25,10**12,Ranking Order,Intervals,Intervals - Ranking Order,Method E,T_sub focused
0.6117012804065789,"[0.0, 0.1310116144078594, 0.0869765634637853, 0.0805819431379665, 0.0946124721748221, 0.1597428239254548, 0.1043522459952095, 0.1181544940949277, 0.0634839599837056, 0.2023952518623577, 0.2577716487800783, 0.1823876467906527, 1.0]",0.0263047441897585,Smallest_t_sub_and_filter_by_smallest_ratio,25,10**12,Ranking Order,Intervals,Intervals - Ranking Order,Method F,T_sub focused
-0.387676798962937,"[0.0, 0.0, 1.0, 0.6546922875876561, 0.0170778142572475, 0.0102703634876317, 0.0134740712549331, 0.0315049517330414, 0.0248123292756167, 0.0234053016147052, 0.0326625020293743, 0.0041372550957016, 0.0046564379901029]",0.1905834806441875,Smallest_delta_t_and_choose_top_3_delta_t,26,10**12,Ranking Order,Intervals,Intervals - Ranking Order,Method B,Delta_t focused
-0.3714067593310989,"[0.0, 0.0, 1.0, 0.6546922875876561, 0.011105226791292, 0.0121030007512761, 0.0144606281882547, 0.0294599025719835, 0.0248123292756167, 0.0186390996625375, 0.0326625020293743, 0.0184904831363259, 0.0369612943586312]",0.2114856046169234,Smallest_delta_t_and_filter_by_smallest_ratio,26,10**12,Ranking Order,Intervals,Intervals - Ranking Order,Method C,Delta_t focused
-0.3988709245822924,"[0.0, 0.0, 1.0, 0.6546922875876561, 0.0099177730361699, 0.0102703634876317, 0.0021224142986036, 0.0089665605294335, 0.0066725966654548, 0.0081610676922941, 0.0011645806103769, 0.0027763040899162, 0.0038656528030411]",0.176987583566782,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),26,10**12,Ranking Order,Intervals,Intervals - Ranking Order,Method A,Delta_t focused
-0.3469503024809867,"[0.0, 0.0, 1.0, 0.6546922875876647, 0.0135745267784568, 0.0127380356443412, 0.0186978165125254, 0.0508928262827218, 0.0428640101713899, 0.032199579033706, 0.0564254086610876, 0.0319428397239697, 0.0638516956524922]",0.245466764968664,Smallest_ratio_and_choose_top_3_ratio,26,10**12,Ranking Order,Intervals,Intervals - Ranking Order,Method I,Delta_t/T_sub focused
-0.371847038411803,"[0.0, 0.0, 1.0, 0.6546922875876561, 0.0182770693624175, 0.0121030007512761, 0.0134740712549331, 0.0294599025719835, 0.0248123292756167, 0.0234053016147052, 0.0326625020293743, 0.0184904831363259, 0.0369612943586312]",0.2109020940823576,Smallest_ratio_and_filter_by_smallest_delta_t,26,10**12,Ranking Order,Intervals,Intervals - Ranking Order,Method H,Delta_t/T_sub focused
-0.3873277115283248,"[0.0, 0.0, 1.0, 0.6546922875876561, 0.0102994345723547, 0.0086884648326504, 0.0090421872153165, 0.0084351096834686, 0.0094182618071886, 0.0091622030129608, 0.0091805713076716, 0.0184904831363259, 0.0169803023083946]",0.1910177264409604,Smallest_ratio_and_filter_by_smallest_t_sub,26,10**12,Ranking Order,Intervals,Intervals - Ranking Order,Method G,Delta_t/T_sub focused
-0.017090166572328,"[0.3018200784198099, 0.0, 0.7214823642898025, 0.9912374823239092, 1.0, 0.3729559679673576, 0.5420628995644188, 0.8997177900299042, 0.8849506219500041, 0.2254764000928299, 0.7191775546285399, 0.1017991798352541, 0.506620074603839]",0.955808821648524,Smallest_t_sub_and_choose_top_3_t_sub,26,10**12,Ranking Order,Intervals,Intervals - Ranking Order,Method D,T_sub focused
0.616829727671509,"[0.0, 0.1310116144078594, 0.0869765634637853, 0.0661548357867003, 0.0946124721748221, 0.1597428239254548, 0.0852191017657928, 0.1181544940949277, 0.0796315512475953, 0.2023952518623577, 0.2577716487800783, 0.1823876467906527, 1.0]",0.0247308583182449,Smallest_t_sub_and_filter_by_smallest_delta_t,26,10**12,Ranking Order,Intervals,Intervals - Ranking Order,Method E,T_sub focused
0.6117012804065789,"[0.0, 0.1310116144078594, 0.0869765634637853, 0.0805819431379665, 0.0946124721748221, 0.1597428239254548, 0.1043522459952095, 0.1181544940949277, 0.0634839599837056, 0.2023952518623577, 0.2577716487800783, 0.1823876467906527, 1.0]",0.0263047441897585,Smallest_t_sub_and_filter_by_smallest_ratio,26,10**12,Ranking Order,Intervals,Intervals - Ranking Order,Method F,T_sub focused
-0.3830204952701431,"[0.0, 0.0, 1.0, 0.6546922875876561, 0.0170778142572475, 0.0164739841434294, 0.0371562433100296, 0.0315049517330414, 0.0248123292756167, 0.0234053016147052, 0.0584727692414151, 0.0041372550957016, 0.0046564379901029]",0.1964269049507989,Smallest_delta_t_and_choose_top_3_delta_t,27,10**12,Ranking Order,Intervals,Intervals - Ranking Order,Method B,Delta_t focused
-0.3662282967642865,"[0.0, 0.0, 1.0, 0.6546922875876561, 0.011105226791292, 0.0158016571214619, 0.0371562433100296, 0.0294599025719835, 0.0263833557069463, 0.0186390996625375, 0.0584727692414151, 0.0184904831363259, 0.0369612943586312]",0.2184235853752028,Smallest_delta_t_and_filter_by_smallest_ratio,27,10**12,Ranking Order,Intervals,Intervals - Ranking Order,Method C,Delta_t focused
-0.3957985544362268,"[0.0, 0.0, 1.0, 0.6546922875876561, 0.0099177730361699, 0.0102703634876317, 0.0090421872153165, 0.0089665605294335, 0.0118138628711075, 0.0081610676922941, 0.0137156105706126, 0.0027763040899162, 0.0038656528030411]",0.1806557447446796,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),27,10**12,Ranking Order,Intervals,Intervals - Ranking Order,Method A,Delta_t focused
-0.2981715482820838,"[0.0, 0.0, 0.8347313489961415, 1.0, 0.020734209086951, 0.0198490402441056, 0.0359600838164063, 0.0777354907757443, 0.0696174435465017, 0.0491827682167318, 0.1542913932892957, 0.0487906155755539, 0.0975293231080599]",0.3224180668904234,Smallest_ratio_and_choose_top_3_ratio,27,10**12,Ranking Order,Intervals,Intervals - Ranking Order,Method I,Delta_t/T_sub focused
-0.3669534822990069,"[0.0, 0.0, 1.0, 0.6546922875876561, 0.0182770693624175, 0.0164739841434294, 0.0371562433100296, 0.0294599025719835, 0.0248123292756167, 0.0234053016147052, 0.0584727692414151, 0.0184904831363259, 0.0369612943586312]",0.2174436861809341,Smallest_ratio_and_filter_by_smallest_delta_t,27,10**12,Ranking Order,Intervals,Intervals - Ranking Order,Method H,Delta_t/T_sub focused
-0.3819273743022389,"[0.0, 0.0, 1.0, 0.6546922875876561, 0.0102994345723547, 0.0121030007512761, 0.0144606281882547, 0.0084351096834686, 0.0094182618071886, 0.0121085528696387, 0.0326625020293743, 0.0184904831363259, 0.0169803023083946]",0.1978147881331099,Smallest_ratio_and_filter_by_smallest_t_sub,27,10**12,Ranking Order,Intervals,Intervals - Ranking Order,Method G,Delta_t/T_sub focused
-0.017090166572328,"[0.3018200784198099, 0.0, 0.7214823642898025, 0.9912374823239092, 1.0, 0.3729559679673576, 0.5420628995644188, 0.8997177900299042, 0.8849506219500041, 0.2254764000928299, 0.7191775546285399, 0.1017991798352541, 0.506620074603839]",0.955808821648524,Smallest_t_sub_and_choose_top_3_t_sub,27,10**12,Ranking Order,Intervals,Intervals - Ranking Order,Method D,T_sub focused
0.616829727671509,"[0.0, 0.1310116144078594, 0.0869765634637853, 0.0661548357867003, 0.0946124721748221, 0.1597428239254548, 0.0852191017657928, 0.1181544940949277, 0.0796315512475953, 0.2023952518623577, 0.2577716487800783, 0.1823876467906527, 1.0]",0.0247308583182449,Smallest_t_sub_and_filter_by_smallest_delta_t,27,10**12,Ranking Order,Intervals,Intervals - Ranking Order,Method E,T_sub focused
0.6117012804065789,"[0.0, 0.1310116144078594, 0.0869765634637853, 0.0805819431379665, 0.0946124721748221, 0.1597428239254548, 0.1043522459952095, 0.1181544940949277, 0.0634839599837056, 0.2023952518623577, 0.2577716487800783, 0.1823876467906527, 1.0]",0.0263047441897585,Smallest_t_sub_and_filter_by_smallest_ratio,27,10**12,Ranking Order,Intervals,Intervals - Ranking Order,Method F,T_sub focused
-0.3830204952701431,"[0.0, 0.0, 1.0, 0.6546922875876561, 0.0170778142572475, 0.0164739841434294, 0.0371562433100296, 0.0315049517330414, 0.0248123292756167, 0.0234053016147052, 0.0584727692414151, 0.0041372550957016, 0.0046564379901029]",0.1964269049507989,Smallest_delta_t_and_choose_top_3_delta_t,28,10**12,Ranking Order,Intervals,Intervals - Ranking Order,Method B,Delta_t focused
-0.3682993822073413,"[0.0, 0.0, 1.0, 0.6546922875876561, 0.011105226791292, 0.0158016571214619, 0.0371562433100296, 0.0294599025719835, 0.0263833557069463, 0.0186390996625375, 0.0500632696914553, 0.0184904831363259, 0.0369612943586312]",0.2156322305113923,Smallest_delta_t_and_filter_by_smallest_ratio,28,10**12,Ranking Order,Intervals,Intervals - Ranking Order,Method C,Delta_t focused
-0.3913532933299344,"[0.0, 0.0, 1.0, 0.6546922875876561, 0.0099177730361699, 0.0102703634876317, 0.0090421872153165, 0.0089665605294335, 0.0118138628711075, 0.0081610676922941, 0.0326625020293743, 0.0027763040899162, 0.0038656528030411]",0.186047866707852,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),28,10**12,Ranking Order,Intervals,Intervals - Ranking Order,Method A,Delta_t focused
-0.2903019121869166,"[0.0, 0.0, 1.0, 0.7431316351431922, 0.024839379893766, 0.0237789562689557, 0.0430798290487741, 0.0931263584016941, 0.0834010171418919, 0.0589204757625068, 0.1582561240538833, 0.0584506807300698, 0.1168391761317577]",0.3359624101990888,Smallest_ratio_and_choose_top_3_ratio,28,10**12,Ranking Order,Intervals,Intervals - Ranking Order,Method I,Delta_t/T_sub focused
-0.3669534822990069,"[0.0, 0.0, 1.0, 0.6546922875876561, 0.0182770693624175, 0.0164739841434294, 0.0371562433100296, 0.0294599025719835, 0.0248123292756167, 0.0234053016147052, 0.0584727692414151, 0.0184904831363259, 0.0369612943586312]",0.2174436861809341,Smallest_ratio_and_filter_by_smallest_delta_t,28,10**12,Ranking Order,Intervals,Intervals - Ranking Order,Method H,Delta_t/T_sub focused
-0.3819273743022389,"[0.0, 0.0, 1.0, 0.6546922875876561, 0.0102994345723547, 0.0121030007512761, 0.0144606281882547, 0.0084351096834686, 0.0094182618071886, 0.0121085528696387, 0.0326625020293743, 0.0184904831363259, 0.0169803023083946]",0.1978147881331099,Smallest_ratio_and_filter_by_smallest_t_sub,28,10**12,Ranking Order,Intervals,Intervals - Ranking Order,Method G,Delta_t/T_sub focused
-0.017090166572328,"[0.3018200784198099, 0.0, 0.7214823642898025, 0.9912374823239092, 1.0, 0.3729559679673576, 0.5420628995644188, 0.8997177900299042, 0.8849506219500041, 0.2254764000928299, 0.7191775546285399, 0.1017991798352541, 0.506620074603839]",0.955808821648524,Smallest_t_sub_and_choose_top_3_t_sub,28,10**12,Ranking Order,Intervals,Intervals - Ranking Order,Method D,T_sub focused
0.616829727671509,"[0.0, 0.1310116144078594, 0.0869765634637853, 0.0661548357867003, 0.0946124721748221, 0.1597428239254548, 0.0852191017657928, 0.1181544940949277, 0.0796315512475953, 0.2023952518623577, 0.2577716487800783, 0.1823876467906527, 1.0]",0.0247308583182449,Smallest_t_sub_and_filter_by_smallest_delta_t,28,10**12,Ranking Order,Intervals,Intervals - Ranking Order,Method E,T_sub focused
0.6117012804065789,"[0.0, 0.1310116144078594, 0.0869765634637853, 0.0805819431379665, 0.0946124721748221, 0.1597428239254548, 0.1043522459952095, 0.1181544940949277, 0.0634839599837056, 0.2023952518623577, 0.2577716487800783, 0.1823876467906527, 1.0]",0.0263047441897585,Smallest_t_sub_and_filter_by_smallest_ratio,28,10**12,Ranking Order,Intervals,Intervals - Ranking Order,Method F,T_sub focused
-0.3867445556176201,"[0.0, 0.0, 1.0, 0.6546922875876561, 0.038218139420932, 0.0164739841434294, 0.0371562433100296, 0.0315049517330414, 0.0248123292756167, 0.0234053016147052, 0.0584727692414151, 0.0041372550957016, 0.0046564379901029]",0.1917445285128709,Smallest_delta_t_and_choose_top_3_delta_t,29,10**12,Ranking Order,Intervals,Intervals - Ranking Order,Method B,Delta_t focused
