chord_label,normalized_value,cleaned_method_name,exp_with,r_names_used,cap,harmonics_considered,ground_truth_type
M6,0.2454148471615714,Method C,Intervals,Starting from r_lower==0.25,170.0,31,Interval Ranking Order
m6,0.1554283993374488,Method C,Intervals,Starting from r_lower==0.25,170.0,31,Interval Ranking Order
m3,0.4131004366812225,Method C,Intervals,Starting from r_lower==0.25,170.0,31,Interval Ranking Order
TT,1.0,Method C,Intervals,Starting from r_lower==0.25,170.0,31,Interval Ranking Order
m7,0.5349097800115351,Method C,Intervals,Starting from r_lower==0.25,170.0,31,Interval Ranking Order
M2,0.571470160116447,Method C,Intervals,Starting from r_lower==0.25,170.0,31,Interval Ranking Order
M7,0.3773439506807097,Method C,Intervals,Starting from r_lower==0.25,170.0,31,Interval Ranking Order
m2,0.4019213973799132,Method C,Intervals,Starting from r_lower==0.25,170.0,31,Interval Ranking Order
U,0.7881659990879164,Method C,Intervals,Starting from r_lower==0.25,170.0,32,Interval Ranking Order
8v,0.7881659990879164,Method C,Intervals,Starting from r_lower==0.25,170.0,32,Interval Ranking Order
P5,0.3077623941190628,Method C,Intervals,Starting from r_lower==0.25,170.0,32,Interval Ranking Order
P4,0.1825924033384423,Method C,Intervals,Starting from r_lower==0.25,170.0,32,Interval Ranking Order
M3,0.0,Method C,Intervals,Starting from r_lower==0.25,170.0,32,Interval Ranking Order
M6,0.330103395850287,Method C,Intervals,Starting from r_lower==0.25,170.0,32,Interval Ranking Order
m6,0.2087046644090892,Method C,Intervals,Starting from r_lower==0.25,170.0,32,Interval Ranking Order
m3,0.4810168625447105,Method C,Intervals,Starting from r_lower==0.25,170.0,32,Interval Ranking Order
TT,1.0,Method C,Intervals,Starting from r_lower==0.25,170.0,32,Interval Ranking Order
m7,0.5959613164518635,Method C,Intervals,Starting from r_lower==0.25,170.0,32,Interval Ranking Order
M2,0.6064484454998141,Method C,Intervals,Starting from r_lower==0.25,170.0,32,Interval Ranking Order
M7,0.4110566727116677,Method C,Intervals,Starting from r_lower==0.25,170.0,32,Interval Ranking Order
m2,0.4378744455059148,Method C,Intervals,Starting from r_lower==0.25,170.0,32,Interval Ranking Order
U,0.3333333333333333,Method B,Intervals,Starting from r_lower==0.25,170.0,2,Interval Ranking Order
8v,0.0,Method B,Intervals,Starting from r_lower==0.25,170.0,2,Interval Ranking Order
P5,0.6666666666666666,Method B,Intervals,Starting from r_lower==0.25,170.0,2,Interval Ranking Order
P4,1.0,Method B,Intervals,Starting from r_lower==0.25,170.0,2,Interval Ranking Order
M3,1.0,Method B,Intervals,Starting from r_lower==0.25,170.0,2,Interval Ranking Order
M6,0.6666666666666666,Method B,Intervals,Starting from r_lower==0.25,170.0,2,Interval Ranking Order
m6,0.6666666666666666,Method B,Intervals,Starting from r_lower==0.25,170.0,2,Interval Ranking Order
m3,1.0,Method B,Intervals,Starting from r_lower==0.25,170.0,2,Interval Ranking Order
TT,0.6666666666666666,Method B,Intervals,Starting from r_lower==0.25,170.0,2,Interval Ranking Order
m7,0.6666666666666666,Method B,Intervals,Starting from r_lower==0.25,170.0,2,Interval Ranking Order
M2,1.0,Method B,Intervals,Starting from r_lower==0.25,170.0,2,Interval Ranking Order
M7,0.3333333333333333,Method B,Intervals,Starting from r_lower==0.25,170.0,2,Interval Ranking Order
m2,1.0,Method B,Intervals,Starting from r_lower==0.25,170.0,2,Interval Ranking Order
U,0.25,Method B,Intervals,Starting from r_lower==0.25,170.0,3,Interval Ranking Order
