chord_label,normalized_value,subharmonic_method,clean_subharmonic_method,periods_considered,ground_truth_type,method_focus
m3,0.1181544940949277,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,5,Intervals - Ranking Order,T_sub focused
TT,0.0796315512475953,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,5,Intervals - Ranking Order,T_sub focused
m7,0.2023952518623577,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,5,Intervals - Ranking Order,T_sub focused
M2,0.2577716487800783,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,5,Intervals - Ranking Order,T_sub focused
M7,0.1823876467906527,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,5,Intervals - Ranking Order,T_sub focused
m2,1.0,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,5,Intervals - Ranking Order,T_sub focused
U,0.0,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,5,Intervals - Ranking Order,T_sub focused
8v,0.1310116144078594,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,5,Intervals - Ranking Order,T_sub focused
P5,0.0869765634637853,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,5,Intervals - Ranking Order,T_sub focused
P4,0.0805819431379665,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,5,Intervals - Ranking Order,T_sub focused
M3,0.0946124721748221,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,5,Intervals - Ranking Order,T_sub focused
M6,0.1597428239254548,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,5,Intervals - Ranking Order,T_sub focused
m6,0.1043522459952095,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,5,Intervals - Ranking Order,T_sub focused
m3,0.1181544940949277,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,5,Intervals - Ranking Order,T_sub focused
TT,0.0634839599837056,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,5,Intervals - Ranking Order,T_sub focused
m7,0.2023952518623577,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,5,Intervals - Ranking Order,T_sub focused
M2,0.2577716487800783,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,5,Intervals - Ranking Order,T_sub focused
M7,0.1823876467906527,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,5,Intervals - Ranking Order,T_sub focused
m2,1.0,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,5,Intervals - Ranking Order,T_sub focused
U,0.0,Smallest_delta_t_and_choose_top_3_delta_t,Method B,6,Intervals - Ranking Order,Delta_t focused
8v,0.0,Smallest_delta_t_and_choose_top_3_delta_t,Method B,6,Intervals - Ranking Order,Delta_t focused
P5,0.4751619787365425,Smallest_delta_t_and_choose_top_3_delta_t,Method B,6,Intervals - Ranking Order,Delta_t focused
P4,0.1951156775689312,Smallest_delta_t_and_choose_top_3_delta_t,Method B,6,Intervals - Ranking Order,Delta_t focused
M3,0.3396998886714319,Smallest_delta_t_and_choose_top_3_delta_t,Method B,6,Intervals - Ranking Order,Delta_t focused
M6,0.3394318443354945,Smallest_delta_t_and_choose_top_3_delta_t,Method B,6,Intervals - Ranking Order,Delta_t focused
m6,0.7363139189091686,Smallest_delta_t_and_choose_top_3_delta_t,Method B,6,Intervals - Ranking Order,Delta_t focused
m3,0.5116663632228867,Smallest_delta_t_and_choose_top_3_delta_t,Method B,6,Intervals - Ranking Order,Delta_t focused
TT,0.6068589579644325,Smallest_delta_t_and_choose_top_3_delta_t,Method B,6,Intervals - Ranking Order,Delta_t focused
m7,0.3535948847042967,Smallest_delta_t_and_choose_top_3_delta_t,Method B,6,Intervals - Ranking Order,Delta_t focused
M2,0.2577716487800783,Smallest_delta_t_and_choose_top_3_delta_t,Method B,6,Intervals - Ranking Order,Delta_t focused
M7,0.9412816743216316,Smallest_delta_t_and_choose_top_3_delta_t,Method B,6,Intervals - Ranking Order,Delta_t focused
m2,1.0,Smallest_delta_t_and_choose_top_3_delta_t,Method B,6,Intervals - Ranking Order,Delta_t focused
U,0.0,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,6,Intervals - Ranking Order,Delta_t focused
8v,0.0,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,6,Intervals - Ranking Order,Delta_t focused
P5,0.4751619787365425,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,6,Intervals - Ranking Order,Delta_t focused
P4,0.4158969711942514,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,6,Intervals - Ranking Order,Delta_t focused
M3,0.8581420953871857,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,6,Intervals - Ranking Order,Delta_t focused
M6,0.3394318443354945,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,6,Intervals - Ranking Order,Delta_t focused
m6,0.7363139189091686,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,6,Intervals - Ranking Order,Delta_t focused
m3,0.356828808347755,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,6,Intervals - Ranking Order,Delta_t focused
TT,0.6068589579644325,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,6,Intervals - Ranking Order,Delta_t focused
m7,0.3535948847042967,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,6,Intervals - Ranking Order,Delta_t focused
M2,0.3184819639510376,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,6,Intervals - Ranking Order,Delta_t focused
M7,0.9412816743216316,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,6,Intervals - Ranking Order,Delta_t focused
m2,1.0,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,6,Intervals - Ranking Order,Delta_t focused
U,0.0,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),Method A,6,Intervals - Ranking Order,Delta_t focused
8v,0.1310116144078594,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),Method A,6,Intervals - Ranking Order,Delta_t focused
P5,0.0869765634637853,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),Method A,6,Intervals - Ranking Order,Delta_t focused
P4,0.1951156775689312,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),Method A,6,Intervals - Ranking Order,Delta_t focused
M3,0.1586199511758766,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),Method A,6,Intervals - Ranking Order,Delta_t focused
M6,0.0756629165776493,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),Method A,6,Intervals - Ranking Order,Delta_t focused
m6,0.0852191017657928,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),Method A,6,Intervals - Ranking Order,Delta_t focused
m3,0.1580093145386703,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),Method A,6,Intervals - Ranking Order,Delta_t focused
TT,0.0796315512475953,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),Method A,6,Intervals - Ranking Order,Delta_t focused
m7,0.2023952518623577,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),Method A,6,Intervals - Ranking Order,Delta_t focused
M2,0.2577716487800783,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),Method A,6,Intervals - Ranking Order,Delta_t focused
M7,0.1823876467906527,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),Method A,6,Intervals - Ranking Order,Delta_t focused
m2,1.0,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),Method A,6,Intervals - Ranking Order,Delta_t focused
U,0.0,Smallest_ratio_and_choose_top_3_ratio,Method I,6,Intervals - Ranking Order,Delta_t/T_sub focused
8v,0.0,Smallest_ratio_and_choose_top_3_ratio,Method I,6,Intervals - Ranking Order,Delta_t/T_sub focused
P5,0.5072503900314126,Smallest_ratio_and_choose_top_3_ratio,Method I,6,Intervals - Ranking Order,Delta_t/T_sub focused
P4,0.2606075790837211,Smallest_ratio_and_choose_top_3_ratio,Method I,6,Intervals - Ranking Order,Delta_t/T_sub focused
M3,0.8581420953871857,Smallest_ratio_and_choose_top_3_ratio,Method I,6,Intervals - Ranking Order,Delta_t/T_sub focused
M6,0.2529553288967618,Smallest_ratio_and_choose_top_3_ratio,Method I,6,Intervals - Ranking Order,Delta_t/T_sub focused
m6,0.7363139189091686,Smallest_ratio_and_choose_top_3_ratio,Method I,6,Intervals - Ranking Order,Delta_t/T_sub focused
m3,0.356828808347755,Smallest_ratio_and_choose_top_3_ratio,Method I,6,Intervals - Ranking Order,Delta_t/T_sub focused
TT,0.6068589579644325,Smallest_ratio_and_choose_top_3_ratio,Method I,6,Intervals - Ranking Order,Delta_t/T_sub focused
m7,0.3535948847042967,Smallest_ratio_and_choose_top_3_ratio,Method I,6,Intervals - Ranking Order,Delta_t/T_sub focused
M2,0.1391215208591436,Smallest_ratio_and_choose_top_3_ratio,Method I,6,Intervals - Ranking Order,Delta_t/T_sub focused
M7,0.9412816743216316,Smallest_ratio_and_choose_top_3_ratio,Method I,6,Intervals - Ranking Order,Delta_t/T_sub focused
m2,1.0,Smallest_ratio_and_choose_top_3_ratio,Method I,6,Intervals - Ranking Order,Delta_t/T_sub focused
U,0.0,Smallest_ratio_and_filter_by_smallest_delta_t,Method H,6,Intervals - Ranking Order,Delta_t/T_sub focused
8v,0.0,Smallest_ratio_and_filter_by_smallest_delta_t,Method H,6,Intervals - Ranking Order,Delta_t/T_sub focused
P5,0.4751619787365425,Smallest_ratio_and_filter_by_smallest_delta_t,Method H,6,Intervals - Ranking Order,Delta_t/T_sub focused
P4,0.4158969711942512,Smallest_ratio_and_filter_by_smallest_delta_t,Method H,6,Intervals - Ranking Order,Delta_t/T_sub focused
M3,0.8581420953871857,Smallest_ratio_and_filter_by_smallest_delta_t,Method H,6,Intervals - Ranking Order,Delta_t/T_sub focused
M6,0.3394318443354945,Smallest_ratio_and_filter_by_smallest_delta_t,Method H,6,Intervals - Ranking Order,Delta_t/T_sub focused
m6,0.7363139189091686,Smallest_ratio_and_filter_by_smallest_delta_t,Method H,6,Intervals - Ranking Order,Delta_t/T_sub focused
m3,0.5116663632228867,Smallest_ratio_and_filter_by_smallest_delta_t,Method H,6,Intervals - Ranking Order,Delta_t/T_sub focused
TT,0.6068589579644325,Smallest_ratio_and_filter_by_smallest_delta_t,Method H,6,Intervals - Ranking Order,Delta_t/T_sub focused
m7,0.3535948847042967,Smallest_ratio_and_filter_by_smallest_delta_t,Method H,6,Intervals - Ranking Order,Delta_t/T_sub focused
M2,0.3184819639510376,Smallest_ratio_and_filter_by_smallest_delta_t,Method H,6,Intervals - Ranking Order,Delta_t/T_sub focused
M7,0.9412816743216316,Smallest_ratio_and_filter_by_smallest_delta_t,Method H,6,Intervals - Ranking Order,Delta_t/T_sub focused
m2,1.0,Smallest_ratio_and_filter_by_smallest_delta_t,Method H,6,Intervals - Ranking Order,Delta_t/T_sub focused
U,0.0,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,6,Intervals - Ranking Order,Delta_t/T_sub focused
8v,0.1310116144078594,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,6,Intervals - Ranking Order,Delta_t/T_sub focused
P5,0.2535939976995092,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,6,Intervals - Ranking Order,Delta_t/T_sub focused
P4,0.4158969711942512,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,6,Intervals - Ranking Order,Delta_t/T_sub focused
M3,0.2463092420506096,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,6,Intervals - Ranking Order,Delta_t/T_sub focused
M6,0.3394318443354945,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,6,Intervals - Ranking Order,Delta_t/T_sub focused
m6,0.1295417215107807,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,6,Intervals - Ranking Order,Delta_t/T_sub focused
m3,0.2448303583992317,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,6,Intervals - Ranking Order,Delta_t/T_sub focused
TT,0.2512271260434693,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,6,Intervals - Ranking Order,Delta_t/T_sub focused
m7,0.2023952518623577,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,6,Intervals - Ranking Order,Delta_t/T_sub focused
M2,0.2212889260309279,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,6,Intervals - Ranking Order,Delta_t/T_sub focused
M7,0.1823876467906527,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,6,Intervals - Ranking Order,Delta_t/T_sub focused
m2,1.0,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,6,Intervals - Ranking Order,Delta_t/T_sub focused
U,0.3018200784198099,Smallest_t_sub_and_choose_top_3_t_sub,Method D,6,Intervals - Ranking Order,T_sub focused
8v,0.0,Smallest_t_sub_and_choose_top_3_t_sub,Method D,6,Intervals - Ranking Order,T_sub focused
P5,0.7214823642898025,Smallest_t_sub_and_choose_top_3_t_sub,Method D,6,Intervals - Ranking Order,T_sub focused
P4,0.9912374823239092,Smallest_t_sub_and_choose_top_3_t_sub,Method D,6,Intervals - Ranking Order,T_sub focused
M3,1.0,Smallest_t_sub_and_choose_top_3_t_sub,Method D,6,Intervals - Ranking Order,T_sub focused
M6,0.3729559679673576,Smallest_t_sub_and_choose_top_3_t_sub,Method D,6,Intervals - Ranking Order,T_sub focused
m6,0.5420628995644188,Smallest_t_sub_and_choose_top_3_t_sub,Method D,6,Intervals - Ranking Order,T_sub focused
m3,0.8997177900299042,Smallest_t_sub_and_choose_top_3_t_sub,Method D,6,Intervals - Ranking Order,T_sub focused
TT,0.8849506219500041,Smallest_t_sub_and_choose_top_3_t_sub,Method D,6,Intervals - Ranking Order,T_sub focused
m7,0.2254764000928299,Smallest_t_sub_and_choose_top_3_t_sub,Method D,6,Intervals - Ranking Order,T_sub focused
M2,0.7191775546285399,Smallest_t_sub_and_choose_top_3_t_sub,Method D,6,Intervals - Ranking Order,T_sub focused
M7,0.1017991798352541,Smallest_t_sub_and_choose_top_3_t_sub,Method D,6,Intervals - Ranking Order,T_sub focused
m2,0.506620074603839,Smallest_t_sub_and_choose_top_3_t_sub,Method D,6,Intervals - Ranking Order,T_sub focused
U,0.0,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,6,Intervals - Ranking Order,T_sub focused
8v,0.1310116144078594,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,6,Intervals - Ranking Order,T_sub focused
P5,0.0869765634637853,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,6,Intervals - Ranking Order,T_sub focused
P4,0.0661548357867003,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,6,Intervals - Ranking Order,T_sub focused
M3,0.0946124721748221,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,6,Intervals - Ranking Order,T_sub focused
M6,0.1597428239254548,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,6,Intervals - Ranking Order,T_sub focused
m6,0.0852191017657928,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,6,Intervals - Ranking Order,T_sub focused
m3,0.1181544940949277,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,6,Intervals - Ranking Order,T_sub focused
TT,0.0796315512475953,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,6,Intervals - Ranking Order,T_sub focused
m7,0.2023952518623577,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,6,Intervals - Ranking Order,T_sub focused
M2,0.2577716487800783,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,6,Intervals - Ranking Order,T_sub focused
M7,0.1823876467906527,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,6,Intervals - Ranking Order,T_sub focused
m2,1.0,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,6,Intervals - Ranking Order,T_sub focused
U,0.0,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,6,Intervals - Ranking Order,T_sub focused
8v,0.1310116144078594,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,6,Intervals - Ranking Order,T_sub focused
P5,0.0869765634637853,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,6,Intervals - Ranking Order,T_sub focused
P4,0.0805819431379665,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,6,Intervals - Ranking Order,T_sub focused
M3,0.0946124721748221,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,6,Intervals - Ranking Order,T_sub focused
M6,0.1597428239254548,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,6,Intervals - Ranking Order,T_sub focused
m6,0.1043522459952095,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,6,Intervals - Ranking Order,T_sub focused
m3,0.1181544940949277,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,6,Intervals - Ranking Order,T_sub focused
TT,0.0634839599837056,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,6,Intervals - Ranking Order,T_sub focused
m7,0.2023952518623577,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,6,Intervals - Ranking Order,T_sub focused
M2,0.2577716487800783,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,6,Intervals - Ranking Order,T_sub focused
M7,0.1823876467906527,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,6,Intervals - Ranking Order,T_sub focused
m2,1.0,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,6,Intervals - Ranking Order,T_sub focused
U,0.0,Smallest_delta_t_and_choose_top_3_delta_t,Method B,7,Intervals - Ranking Order,Delta_t focused
8v,0.0,Smallest_delta_t_and_choose_top_3_delta_t,Method B,7,Intervals - Ranking Order,Delta_t focused
P5,0.7455740254690301,Smallest_delta_t_and_choose_top_3_delta_t,Method B,7,Intervals - Ranking Order,Delta_t focused
P4,0.4335998558031727,Smallest_delta_t_and_choose_top_3_delta_t,Method B,7,Intervals - Ranking Order,Delta_t focused
M3,0.3161626667709107,Smallest_delta_t_and_choose_top_3_delta_t,Method B,7,Intervals - Ranking Order,Delta_t focused
M6,0.4577211756225915,Smallest_delta_t_and_choose_top_3_delta_t,Method B,7,Intervals - Ranking Order,Delta_t focused
m6,0.6852959919808194,Smallest_delta_t_and_choose_top_3_delta_t,Method B,7,Intervals - Ranking Order,Delta_t focused
m3,0.6017780654508934,Smallest_delta_t_and_choose_top_3_delta_t,Method B,7,Intervals - Ranking Order,Delta_t focused
TT,1.0,Smallest_delta_t_and_choose_top_3_delta_t,Method B,7,Intervals - Ranking Order,Delta_t focused
m7,0.6386330285985217,Smallest_delta_t_and_choose_top_3_delta_t,Method B,7,Intervals - Ranking Order,Delta_t focused
M2,0.3872613546728729,Smallest_delta_t_and_choose_top_3_delta_t,Method B,7,Intervals - Ranking Order,Delta_t focused
M7,0.876061883623285,Smallest_delta_t_and_choose_top_3_delta_t,Method B,7,Intervals - Ranking Order,Delta_t focused
m2,0.9307117173556476,Smallest_delta_t_and_choose_top_3_delta_t,Method B,7,Intervals - Ranking Order,Delta_t focused
U,0.0,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,7,Intervals - Ranking Order,Delta_t focused
8v,0.0,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,7,Intervals - Ranking Order,Delta_t focused
P5,0.555888958481514,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,7,Intervals - Ranking Order,Delta_t focused
P4,0.4535256626653552,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,7,Intervals - Ranking Order,Delta_t focused
M3,0.5954861517760921,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,7,Intervals - Ranking Order,Delta_t focused
M6,0.4197681572126726,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,7,Intervals - Ranking Order,Delta_t focused
m6,0.5109465488609589,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,7,Intervals - Ranking Order,Delta_t focused
m3,1.0,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,7,Intervals - Ranking Order,Delta_t focused
TT,0.745585199446577,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,7,Intervals - Ranking Order,Delta_t focused
m7,0.4761553340008002,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,7,Intervals - Ranking Order,Delta_t focused
M2,0.2950342289165865,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,7,Intervals - Ranking Order,Delta_t focused
M7,0.6531787742288108,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,7,Intervals - Ranking Order,Delta_t focused
m2,0.6939248814118766,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,7,Intervals - Ranking Order,Delta_t focused
U,0.0,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),Method A,7,Intervals - Ranking Order,Delta_t focused
8v,0.2014916621224196,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),Method A,7,Intervals - Ranking Order,Delta_t focused
