chord_label,normalized_value,cleaned_method_name,exp_with,r_names_used,harmonics_considered,ground_truth_type
m2,1.0,Method A,Intervals,Starting from r_lower==0.25,12,Interval Ranking Order
U,0.3,Method A,Intervals,Starting from r_lower==0.25,13,Interval Ranking Order
8v,0.0,Method A,Intervals,Starting from r_lower==0.25,13,Interval Ranking Order
P5,0.15,Method A,Intervals,Starting from r_lower==0.25,13,Interval Ranking Order
P4,0.25,Method A,Intervals,Starting from r_lower==0.25,13,Interval Ranking Order
M3,0.55,Method A,Intervals,Starting from r_lower==0.25,13,Interval Ranking Order
M6,0.35,Method A,Intervals,Starting from r_lower==0.25,13,Interval Ranking Order
m6,0.45,Method A,Intervals,Starting from r_lower==0.25,13,Interval Ranking Order
m3,0.65,Method A,Intervals,Starting from r_lower==0.25,13,Interval Ranking Order
TT,0.6,Method A,Intervals,Starting from r_lower==0.25,13,Interval Ranking Order
m7,0.35,Method A,Intervals,Starting from r_lower==0.25,13,Interval Ranking Order
M2,0.7,Method A,Intervals,Starting from r_lower==0.25,13,Interval Ranking Order
M7,0.4,Method A,Intervals,Starting from r_lower==0.25,13,Interval Ranking Order
m2,1.0,Method A,Intervals,Starting from r_lower==0.25,13,Interval Ranking Order
U,0.2857142857142857,Method A,Intervals,Starting from r_lower==0.25,14,Interval Ranking Order
8v,0.0,Method A,Intervals,Starting from r_lower==0.25,14,Interval Ranking Order
P5,0.1428571428571428,Method A,Intervals,Starting from r_lower==0.25,14,Interval Ranking Order
P4,0.238095238095238,Method A,Intervals,Starting from r_lower==0.25,14,Interval Ranking Order
M3,0.5238095238095238,Method A,Intervals,Starting from r_lower==0.25,14,Interval Ranking Order
M6,0.2857142857142857,Method A,Intervals,Starting from r_lower==0.25,14,Interval Ranking Order
m6,0.4285714285714285,Method A,Intervals,Starting from r_lower==0.25,14,Interval Ranking Order
m3,0.6666666666666666,Method A,Intervals,Starting from r_lower==0.25,14,Interval Ranking Order
TT,0.5714285714285714,Method A,Intervals,Starting from r_lower==0.25,14,Interval Ranking Order
m7,0.3333333333333333,Method A,Intervals,Starting from r_lower==0.25,14,Interval Ranking Order
M2,0.6666666666666666,Method A,Intervals,Starting from r_lower==0.25,14,Interval Ranking Order
M7,0.3333333333333333,Method A,Intervals,Starting from r_lower==0.25,14,Interval Ranking Order
m2,1.0,Method A,Intervals,Starting from r_lower==0.25,14,Interval Ranking Order
U,0.3043478260869565,Method A,Intervals,Starting from r_lower==0.25,15,Interval Ranking Order
8v,0.0,Method A,Intervals,Starting from r_lower==0.25,15,Interval Ranking Order
P5,0.1739130434782608,Method A,Intervals,Starting from r_lower==0.25,15,Interval Ranking Order
P4,0.2608695652173913,Method A,Intervals,Starting from r_lower==0.25,15,Interval Ranking Order
M3,0.5217391304347826,Method A,Intervals,Starting from r_lower==0.25,15,Interval Ranking Order
M6,0.3043478260869565,Method A,Intervals,Starting from r_lower==0.25,15,Interval Ranking Order
m6,0.4782608695652174,Method A,Intervals,Starting from r_lower==0.25,15,Interval Ranking Order
m3,0.6956521739130435,Method A,Intervals,Starting from r_lower==0.25,15,Interval Ranking Order
TT,0.6086956521739131,Method A,Intervals,Starting from r_lower==0.25,15,Interval Ranking Order
m7,0.3043478260869565,Method A,Intervals,Starting from r_lower==0.25,15,Interval Ranking Order
M2,0.6521739130434783,Method A,Intervals,Starting from r_lower==0.25,15,Interval Ranking Order
M7,0.3478260869565217,Method A,Intervals,Starting from r_lower==0.25,15,Interval Ranking Order
m2,1.0,Method A,Intervals,Starting from r_lower==0.25,15,Interval Ranking Order
U,0.375,Method A,Intervals,Starting from r_lower==0.25,16,Interval Ranking Order
8v,0.0,Method A,Intervals,Starting from r_lower==0.25,16,Interval Ranking Order
P5,0.1666666666666666,Method A,Intervals,Starting from r_lower==0.25,16,Interval Ranking Order
P4,0.2083333333333333,Method A,Intervals,Starting from r_lower==0.25,16,Interval Ranking Order
M3,0.5833333333333334,Method A,Intervals,Starting from r_lower==0.25,16,Interval Ranking Order
M6,0.2916666666666667,Method A,Intervals,Starting from r_lower==0.25,16,Interval Ranking Order
m6,0.4583333333333333,Method A,Intervals,Starting from r_lower==0.25,16,Interval Ranking Order
m3,0.7083333333333334,Method A,Intervals,Starting from r_lower==0.25,16,Interval Ranking Order
TT,0.625,Method A,Intervals,Starting from r_lower==0.25,16,Interval Ranking Order
m7,0.2916666666666667,Method A,Intervals,Starting from r_lower==0.25,16,Interval Ranking Order
M2,0.6666666666666666,Method A,Intervals,Starting from r_lower==0.25,16,Interval Ranking Order
M7,0.375,Method A,Intervals,Starting from r_lower==0.25,16,Interval Ranking Order
m2,1.0,Method A,Intervals,Starting from r_lower==0.25,16,Interval Ranking Order
U,0.4166666666666667,Method A,Intervals,Starting from r_lower==0.25,17,Interval Ranking Order
8v,0.0,Method A,Intervals,Starting from r_lower==0.25,17,Interval Ranking Order
P5,0.125,Method A,Intervals,Starting from r_lower==0.25,17,Interval Ranking Order
P4,0.25,Method A,Intervals,Starting from r_lower==0.25,17,Interval Ranking Order
M3,0.5833333333333334,Method A,Intervals,Starting from r_lower==0.25,17,Interval Ranking Order
M6,0.25,Method A,Intervals,Starting from r_lower==0.25,17,Interval Ranking Order
m6,0.4166666666666667,Method A,Intervals,Starting from r_lower==0.25,17,Interval Ranking Order
m3,0.75,Method A,Intervals,Starting from r_lower==0.25,17,Interval Ranking Order
TT,0.5416666666666666,Method A,Intervals,Starting from r_lower==0.25,17,Interval Ranking Order
m7,0.25,Method A,Intervals,Starting from r_lower==0.25,17,Interval Ranking Order
M2,0.625,Method A,Intervals,Starting from r_lower==0.25,17,Interval Ranking Order
M7,0.3333333333333333,Method A,Intervals,Starting from r_lower==0.25,17,Interval Ranking Order
m2,1.0,Method A,Intervals,Starting from r_lower==0.25,17,Interval Ranking Order
U,0.4444444444444444,Method A,Intervals,Starting from r_lower==0.25,18,Interval Ranking Order
8v,0.0,Method A,Intervals,Starting from r_lower==0.25,18,Interval Ranking Order
P5,0.074074074074074,Method A,Intervals,Starting from r_lower==0.25,18,Interval Ranking Order
P4,0.2592592592592592,Method A,Intervals,Starting from r_lower==0.25,18,Interval Ranking Order
M3,0.5925925925925926,Method A,Intervals,Starting from r_lower==0.25,18,Interval Ranking Order
M6,0.2222222222222222,Method A,Intervals,Starting from r_lower==0.25,18,Interval Ranking Order
m6,0.4074074074074074,Method A,Intervals,Starting from r_lower==0.25,18,Interval Ranking Order
m3,0.7037037037037037,Method A,Intervals,Starting from r_lower==0.25,18,Interval Ranking Order
TT,0.5555555555555556,Method A,Intervals,Starting from r_lower==0.25,18,Interval Ranking Order
m7,0.2222222222222222,Method A,Intervals,Starting from r_lower==0.25,18,Interval Ranking Order
M2,0.6296296296296297,Method A,Intervals,Starting from r_lower==0.25,18,Interval Ranking Order
M7,0.3333333333333333,Method A,Intervals,Starting from r_lower==0.25,18,Interval Ranking Order
m2,1.0,Method A,Intervals,Starting from r_lower==0.25,18,Interval Ranking Order
U,0.4827586206896552,Method A,Intervals,Starting from r_lower==0.25,19,Interval Ranking Order
8v,0.0,Method A,Intervals,Starting from r_lower==0.25,19,Interval Ranking Order
P5,0.1034482758620689,Method A,Intervals,Starting from r_lower==0.25,19,Interval Ranking Order
P4,0.2758620689655172,Method A,Intervals,Starting from r_lower==0.25,19,Interval Ranking Order
M3,0.5862068965517241,Method A,Intervals,Starting from r_lower==0.25,19,Interval Ranking Order
M6,0.2413793103448276,Method A,Intervals,Starting from r_lower==0.25,19,Interval Ranking Order
m6,0.3448275862068966,Method A,Intervals,Starting from r_lower==0.25,19,Interval Ranking Order
m3,0.7586206896551724,Method A,Intervals,Starting from r_lower==0.25,19,Interval Ranking Order
TT,0.5517241379310345,Method A,Intervals,Starting from r_lower==0.25,19,Interval Ranking Order
m7,0.2413793103448276,Method A,Intervals,Starting from r_lower==0.25,19,Interval Ranking Order
M2,0.6551724137931034,Method A,Intervals,Starting from r_lower==0.25,19,Interval Ranking Order
M7,0.3103448275862069,Method A,Intervals,Starting from r_lower==0.25,19,Interval Ranking Order
m2,1.0,Method A,Intervals,Starting from r_lower==0.25,19,Interval Ranking Order
U,0.5,Method A,Intervals,Starting from r_lower==0.25,20,Interval Ranking Order
8v,0.0,Method A,Intervals,Starting from r_lower==0.25,20,Interval Ranking Order
P5,0.09375,Method A,Intervals,Starting from r_lower==0.25,20,Interval Ranking Order
P4,0.25,Method A,Intervals,Starting from r_lower==0.25,20,Interval Ranking Order
M3,0.5625,Method A,Intervals,Starting from r_lower==0.25,20,Interval Ranking Order
M6,0.21875,Method A,Intervals,Starting from r_lower==0.25,20,Interval Ranking Order
m6,0.34375,Method A,Intervals,Starting from r_lower==0.25,20,Interval Ranking Order
m3,0.71875,Method A,Intervals,Starting from r_lower==0.25,20,Interval Ranking Order
TT,0.53125,Method A,Intervals,Starting from r_lower==0.25,20,Interval Ranking Order
m7,0.21875,Method A,Intervals,Starting from r_lower==0.25,20,Interval Ranking Order
M2,0.6875,Method A,Intervals,Starting from r_lower==0.25,20,Interval Ranking Order
M7,0.3125,Method A,Intervals,Starting from r_lower==0.25,20,Interval Ranking Order
m2,1.0,Method A,Intervals,Starting from r_lower==0.25,20,Interval Ranking Order
U,0.5142857142857142,Method A,Intervals,Starting from r_lower==0.25,21,Interval Ranking Order
8v,0.0,Method A,Intervals,Starting from r_lower==0.25,21,Interval Ranking Order
P5,0.0857142857142857,Method A,Intervals,Starting from r_lower==0.25,21,Interval Ranking Order
P4,0.2285714285714285,Method A,Intervals,Starting from r_lower==0.25,21,Interval Ranking Order
M3,0.5428571428571428,Method A,Intervals,Starting from r_lower==0.25,21,Interval Ranking Order
M6,0.2,Method A,Intervals,Starting from r_lower==0.25,21,Interval Ranking Order
m6,0.3428571428571428,Method A,Intervals,Starting from r_lower==0.25,21,Interval Ranking Order
m3,0.7142857142857143,Method A,Intervals,Starting from r_lower==0.25,21,Interval Ranking Order
TT,0.5142857142857142,Method A,Intervals,Starting from r_lower==0.25,21,Interval Ranking Order
m7,0.2285714285714285,Method A,Intervals,Starting from r_lower==0.25,21,Interval Ranking Order
M2,0.6857142857142857,Method A,Intervals,Starting from r_lower==0.25,21,Interval Ranking Order
M7,0.2857142857142857,Method A,Intervals,Starting from r_lower==0.25,21,Interval Ranking Order
m2,1.0,Method A,Intervals,Starting from r_lower==0.25,21,Interval Ranking Order
U,0.5405405405405406,Method A,Intervals,Starting from r_lower==0.25,22,Interval Ranking Order
8v,0.0,Method A,Intervals,Starting from r_lower==0.25,22,Interval Ranking Order
P5,0.081081081081081,Method A,Intervals,Starting from r_lower==0.25,22,Interval Ranking Order
P4,0.2432432432432432,Method A,Intervals,Starting from r_lower==0.25,22,Interval Ranking Order
M3,0.5135135135135135,Method A,Intervals,Starting from r_lower==0.25,22,Interval Ranking Order
M6,0.1891891891891892,Method A,Intervals,Starting from r_lower==0.25,22,Interval Ranking Order
m6,0.3513513513513513,Method A,Intervals,Starting from r_lower==0.25,22,Interval Ranking Order
m3,0.7027027027027027,Method A,Intervals,Starting from r_lower==0.25,22,Interval Ranking Order
TT,0.4864864864864865,Method A,Intervals,Starting from r_lower==0.25,22,Interval Ranking Order
m7,0.2162162162162162,Method A,Intervals,Starting from r_lower==0.25,22,Interval Ranking Order
M2,0.6756756756756757,Method A,Intervals,Starting from r_lower==0.25,22,Interval Ranking Order
M7,0.2972972972972973,Method A,Intervals,Starting from r_lower==0.25,22,Interval Ranking Order
m2,1.0,Method A,Intervals,Starting from r_lower==0.25,22,Interval Ranking Order
U,0.5641025641025641,Method A,Intervals,Starting from r_lower==0.25,23,Interval Ranking Order
8v,0.0,Method A,Intervals,Starting from r_lower==0.25,23,Interval Ranking Order
P5,0.1282051282051282,Method A,Intervals,Starting from r_lower==0.25,23,Interval Ranking Order
P4,0.2564102564102564,Method A,Intervals,Starting from r_lower==0.25,23,Interval Ranking Order
M3,0.5128205128205128,Method A,Intervals,Starting from r_lower==0.25,23,Interval Ranking Order
M6,0.2051282051282051,Method A,Intervals,Starting from r_lower==0.25,23,Interval Ranking Order
m6,0.358974358974359,Method A,Intervals,Starting from r_lower==0.25,23,Interval Ranking Order
m3,0.6923076923076923,Method A,Intervals,Starting from r_lower==0.25,23,Interval Ranking Order
TT,0.4871794871794871,Method A,Intervals,Starting from r_lower==0.25,23,Interval Ranking Order
m7,0.2051282051282051,Method A,Intervals,Starting from r_lower==0.25,23,Interval Ranking Order
M2,0.6666666666666666,Method A,Intervals,Starting from r_lower==0.25,23,Interval Ranking Order
M7,0.3076923076923077,Method A,Intervals,Starting from r_lower==0.25,23,Interval Ranking Order
m2,1.0,Method A,Intervals,Starting from r_lower==0.25,23,Interval Ranking Order
U,0.5348837209302325,Method A,Intervals,Starting from r_lower==0.25,24,Interval Ranking Order
8v,0.0,Method A,Intervals,Starting from r_lower==0.25,24,Interval Ranking Order
P5,0.1860465116279069,Method A,Intervals,Starting from r_lower==0.25,24,Interval Ranking Order
P4,0.2790697674418604,Method A,Intervals,Starting from r_lower==0.25,24,Interval Ranking Order
M3,0.5581395348837209,Method A,Intervals,Starting from r_lower==0.25,24,Interval Ranking Order
M6,0.2558139534883721,Method A,Intervals,Starting from r_lower==0.25,24,Interval Ranking Order
m6,0.3953488372093023,Method A,Intervals,Starting from r_lower==0.25,24,Interval Ranking Order
m3,0.7209302325581395,Method A,Intervals,Starting from r_lower==0.25,24,Interval Ranking Order
TT,0.5348837209302325,Method A,Intervals,Starting from r_lower==0.25,24,Interval Ranking Order
m7,0.2325581395348837,Method A,Intervals,Starting from r_lower==0.25,24,Interval Ranking Order
M2,0.6744186046511628,Method A,Intervals,Starting from r_lower==0.25,24,Interval Ranking Order
M7,0.3488372093023256,Method A,Intervals,Starting from r_lower==0.25,24,Interval Ranking Order
m2,1.0,Method A,Intervals,Starting from r_lower==0.25,24,Interval Ranking Order
U,0.5434782608695652,Method A,Intervals,Starting from r_lower==0.25,25,Interval Ranking Order
8v,0.0,Method A,Intervals,Starting from r_lower==0.25,25,Interval Ranking Order
P5,0.1956521739130435,Method A,Intervals,Starting from r_lower==0.25,25,Interval Ranking Order
P4,0.3043478260869565,Method A,Intervals,Starting from r_lower==0.25,25,Interval Ranking Order
M3,0.5869565217391305,Method A,Intervals,Starting from r_lower==0.25,25,Interval Ranking Order
M6,0.2608695652173913,Method A,Intervals,Starting from r_lower==0.25,25,Interval Ranking Order
m6,0.3695652173913043,Method A,Intervals,Starting from r_lower==0.25,25,Interval Ranking Order
m3,0.717391304347826,Method A,Intervals,Starting from r_lower==0.25,25,Interval Ranking Order
TT,0.5434782608695652,Method A,Intervals,Starting from r_lower==0.25,25,Interval Ranking Order
m7,0.217391304347826,Method A,Intervals,Starting from r_lower==0.25,25,Interval Ranking Order
M2,0.6956521739130435,Method A,Intervals,Starting from r_lower==0.25,25,Interval Ranking Order
M7,0.3260869565217391,Method A,Intervals,Starting from r_lower==0.25,25,Interval Ranking Order
m2,1.0,Method A,Intervals,Starting from r_lower==0.25,25,Interval Ranking Order
U,0.54,Method A,Intervals,Starting from r_lower==0.25,26,Interval Ranking Order
8v,0.0,Method A,Intervals,Starting from r_lower==0.25,26,Interval Ranking Order
P5,0.2,Method A,Intervals,Starting from r_lower==0.25,26,Interval Ranking Order
P4,0.3,Method A,Intervals,Starting from r_lower==0.25,26,Interval Ranking Order
M3,0.58,Method A,Intervals,Starting from r_lower==0.25,26,Interval Ranking Order
M6,0.28,Method A,Intervals,Starting from r_lower==0.25,26,Interval Ranking Order
m6,0.36,Method A,Intervals,Starting from r_lower==0.25,26,Interval Ranking Order
m3,0.7,Method A,Intervals,Starting from r_lower==0.25,26,Interval Ranking Order
TT,0.5,Method A,Intervals,Starting from r_lower==0.25,26,Interval Ranking Order
m7,0.22,Method A,Intervals,Starting from r_lower==0.25,26,Interval Ranking Order
M2,0.68,Method A,Intervals,Starting from r_lower==0.25,26,Interval Ranking Order
M7,0.32,Method A,Intervals,Starting from r_lower==0.25,26,Interval Ranking Order
m2,1.0,Method A,Intervals,Starting from r_lower==0.25,26,Interval Ranking Order
U,0.5185185185185185,Method A,Intervals,Starting from r_lower==0.25,27,Interval Ranking Order
8v,0.0,Method A,Intervals,Starting from r_lower==0.25,27,Interval Ranking Order
P5,0.2037037037037037,Method A,Intervals,Starting from r_lower==0.25,27,Interval Ranking Order
P4,0.3148148148148148,Method A,Intervals,Starting from r_lower==0.25,27,Interval Ranking Order
M3,0.5555555555555556,Method A,Intervals,Starting from r_lower==0.25,27,Interval Ranking Order
M6,0.2777777777777778,Method A,Intervals,Starting from r_lower==0.25,27,Interval Ranking Order
m6,0.3703703703703703,Method A,Intervals,Starting from r_lower==0.25,27,Interval Ranking Order
m3,0.6666666666666666,Method A,Intervals,Starting from r_lower==0.25,27,Interval Ranking Order
TT,0.4814814814814814,Method A,Intervals,Starting from r_lower==0.25,27,Interval Ranking Order
m7,0.2037037037037037,Method A,Intervals,Starting from r_lower==0.25,27,Interval Ranking Order
M2,0.6296296296296297,Method A,Intervals,Starting from r_lower==0.25,27,Interval Ranking Order
M7,0.3148148148148148,Method A,Intervals,Starting from r_lower==0.25,27,Interval Ranking Order
m2,1.0,Method A,Intervals,Starting from r_lower==0.25,27,Interval Ranking Order
U,0.5172413793103449,Method A,Intervals,Starting from r_lower==0.25,28,Interval Ranking Order
8v,0.0,Method A,Intervals,Starting from r_lower==0.25,28,Interval Ranking Order
P5,0.2241379310344827,Method A,Intervals,Starting from r_lower==0.25,28,Interval Ranking Order
P4,0.3448275862068966,Method A,Intervals,Starting from r_lower==0.25,28,Interval Ranking Order
M3,0.5689655172413793,Method A,Intervals,Starting from r_lower==0.25,28,Interval Ranking Order
M6,0.2758620689655172,Method A,Intervals,Starting from r_lower==0.25,28,Interval Ranking Order
m6,0.3793103448275862,Method A,Intervals,Starting from r_lower==0.25,28,Interval Ranking Order
m3,0.6896551724137931,Method A,Intervals,Starting from r_lower==0.25,28,Interval Ranking Order
TT,0.5,Method A,Intervals,Starting from r_lower==0.25,28,Interval Ranking Order
m7,0.1896551724137931,Method A,Intervals,Starting from r_lower==0.25,28,Interval Ranking Order
M2,0.6206896551724138,Method A,Intervals,Starting from r_lower==0.25,28,Interval Ranking Order
M7,0.3103448275862069,Method A,Intervals,Starting from r_lower==0.25,28,Interval Ranking Order
m2,1.0,Method A,Intervals,Starting from r_lower==0.25,28,Interval Ranking Order
U,0.5,Method A,Intervals,Starting from r_lower==0.25,29,Interval Ranking Order
8v,0.0,Method A,Intervals,Starting from r_lower==0.25,29,Interval Ranking Order
P5,0.2096774193548387,Method A,Intervals,Starting from r_lower==0.25,29,Interval Ranking Order
P4,0.3387096774193548,Method A,Intervals,Starting from r_lower==0.25,29,Interval Ranking Order
M3,0.5483870967741935,Method A,Intervals,Starting from r_lower==0.25,29,Interval Ranking Order
M6,0.2580645161290322,Method A,Intervals,Starting from r_lower==0.25,29,Interval Ranking Order
m6,0.3387096774193548,Method A,Intervals,Starting from r_lower==0.25,29,Interval Ranking Order
m3,0.7096774193548387,Method A,Intervals,Starting from r_lower==0.25,29,Interval Ranking Order
TT,0.4677419354838709,Method A,Intervals,Starting from r_lower==0.25,29,Interval Ranking Order
m7,0.1774193548387097,Method A,Intervals,Starting from r_lower==0.25,29,Interval Ranking Order
M2,0.5967741935483871,Method A,Intervals,Starting from r_lower==0.25,29,Interval Ranking Order
M7,0.3064516129032258,Method A,Intervals,Starting from r_lower==0.25,29,Interval Ranking Order
m2,1.0,Method A,Intervals,Starting from r_lower==0.25,29,Interval Ranking Order
U,0.4923076923076923,Method A,Intervals,Starting from r_lower==0.25,30,Interval Ranking Order
8v,0.0,Method A,Intervals,Starting from r_lower==0.25,30,Interval Ranking Order
P5,0.2153846153846154,Method A,Intervals,Starting from r_lower==0.25,30,Interval Ranking Order
P4,0.3384615384615385,Method A,Intervals,Starting from r_lower==0.25,30,Interval Ranking Order
M3,0.5384615384615384,Method A,Intervals,Starting from r_lower==0.25,30,Interval Ranking Order
M6,0.2769230769230769,Method A,Intervals,Starting from r_lower==0.25,30,Interval Ranking Order
m6,0.3538461538461538,Method A,Intervals,Starting from r_lower==0.25,30,Interval Ranking Order
m3,0.7076923076923077,Method A,Intervals,Starting from r_lower==0.25,30,Interval Ranking Order
TT,0.4769230769230769,Method A,Intervals,Starting from r_lower==0.25,30,Interval Ranking Order
m7,0.1692307692307692,Method A,Intervals,Starting from r_lower==0.25,30,Interval Ranking Order
M2,0.5846153846153846,Method A,Intervals,Starting from r_lower==0.25,30,Interval Ranking Order
M7,0.2923076923076923,Method A,Intervals,Starting from r_lower==0.25,30,Interval Ranking Order
m2,1.0,Method A,Intervals,Starting from r_lower==0.25,30,Interval Ranking Order
U,0.5151515151515151,Method A,Intervals,Starting from r_lower==0.25,31,Interval Ranking Order
8v,0.0,Method A,Intervals,Starting from r_lower==0.25,31,Interval Ranking Order
P5,0.2121212121212121,Method A,Intervals,Starting from r_lower==0.25,31,Interval Ranking Order
P4,0.3333333333333333,Method A,Intervals,Starting from r_lower==0.25,31,Interval Ranking Order
M3,0.5454545454545454,Method A,Intervals,Starting from r_lower==0.25,31,Interval Ranking Order
M6,0.2424242424242424,Method A,Intervals,Starting from r_lower==0.25,31,Interval Ranking Order
m6,0.3333333333333333,Method A,Intervals,Starting from r_lower==0.25,31,Interval Ranking Order
m3,0.7121212121212122,Method A,Intervals,Starting from r_lower==0.25,31,Interval Ranking Order
TT,0.4848484848484848,Method A,Intervals,Starting from r_lower==0.25,31,Interval Ranking Order
m7,0.1363636363636363,Method A,Intervals,Starting from r_lower==0.25,31,Interval Ranking Order
M2,0.5909090909090909,Method A,Intervals,Starting from r_lower==0.25,31,Interval Ranking Order
M7,0.2727272727272727,Method A,Intervals,Starting from r_lower==0.25,31,Interval Ranking Order
m2,1.0,Method A,Intervals,Starting from r_lower==0.25,31,Interval Ranking Order
U,0.5606060606060606,Method A,Intervals,Starting from r_lower==0.25,32,Interval Ranking Order
8v,0.0,Method A,Intervals,Starting from r_lower==0.25,32,Interval Ranking Order
P5,0.1969696969696969,Method A,Intervals,Starting from r_lower==0.25,32,Interval Ranking Order
P4,0.303030303030303,Method A,Intervals,Starting from r_lower==0.25,32,Interval Ranking Order
M3,0.5757575757575758,Method A,Intervals,Starting from r_lower==0.25,32,Interval Ranking Order
M6,0.2272727272727272,Method A,Intervals,Starting from r_lower==0.25,32,Interval Ranking Order
m6,0.3333333333333333,Method A,Intervals,Starting from r_lower==0.25,32,Interval Ranking Order
m3,0.7121212121212122,Method A,Intervals,Starting from r_lower==0.25,32,Interval Ranking Order
TT,0.4848484848484848,Method A,Intervals,Starting from r_lower==0.25,32,Interval Ranking Order
m7,0.106060606060606,Method A,Intervals,Starting from r_lower==0.25,32,Interval Ranking Order
M2,0.5909090909090909,Method A,Intervals,Starting from r_lower==0.25,32,Interval Ranking Order
M7,0.2727272727272727,Method A,Intervals,Starting from r_lower==0.25,32,Interval Ranking Order
m2,1.0,Method A,Intervals,Starting from r_lower==0.25,32,Interval Ranking Order
CM,0.2560975609756097,Method E,Triads,All r_bounds Considered,2,Triad Explicit Ratings
Cm,0.2560975609756097,Method E,Triads,All r_bounds Considered,2,Triad Explicit Ratings
FM2nd,0.1280487804878048,Method E,Triads,All r_bounds Considered,2,Triad Explicit Ratings
Fsus42nd,0.5670731707317074,Method E,Triads,All r_bounds Considered,2,Triad Explicit Ratings
G#M1st,0.2560975609756097,Method E,Triads,All r_bounds Considered,2,Triad Explicit Ratings
Csus2,0.4512195121951219,Method E,Triads,All r_bounds Considered,2,Triad Explicit Ratings
Csus4,0.4512195121951219,Method E,Triads,All r_bounds Considered,2,Triad Explicit Ratings
Fm2nd,0.2560975609756097,Method E,Triads,All r_bounds Considered,2,Triad Explicit Ratings
Adim1st,0.8719512195121949,Method E,Triads,All r_bounds Considered,2,Triad Explicit Ratings
Am1st,0.1280487804878048,Method E,Triads,All r_bounds Considered,2,Triad Explicit Ratings
F#dim2nd,0.8719512195121949,Method E,Triads,All r_bounds Considered,2,Triad Explicit Ratings
Cdim,1.0,Method E,Triads,All r_bounds Considered,2,Triad Explicit Ratings
CAug,0.0,Method E,Triads,All r_bounds Considered,2,Triad Explicit Ratings
CM,0.1150793650793649,Method E,Triads,All r_bounds Considered,3,Triad Explicit Ratings
Cm,0.1150793650793649,Method E,Triads,All r_bounds Considered,3,Triad Explicit Ratings
FM2nd,0.0861678004535148,Method E,Triads,All r_bounds Considered,3,Triad Explicit Ratings
Fsus42nd,0.3633786848072563,Method E,Triads,All r_bounds Considered,3,Triad Explicit Ratings
G#M1st,0.1904761904761904,Method E,Triads,All r_bounds Considered,3,Triad Explicit Ratings
Csus2,0.1865079365079363,Method E,Triads,All r_bounds Considered,3,Triad Explicit Ratings
Csus4,0.1865079365079363,Method E,Triads,All r_bounds Considered,3,Triad Explicit Ratings
Fm2nd,0.1904761904761904,Method E,Triads,All r_bounds Considered,3,Triad Explicit Ratings
Adim1st,0.8917233560090703,Method E,Triads,All r_bounds Considered,3,Triad Explicit Ratings
Am1st,0.0861678004535148,Method E,Triads,All r_bounds Considered,3,Triad Explicit Ratings
F#dim2nd,0.8917233560090703,Method E,Triads,All r_bounds Considered,3,Triad Explicit Ratings
Cdim,1.0,Method E,Triads,All r_bounds Considered,3,Triad Explicit Ratings
CAug,0.0,Method E,Triads,All r_bounds Considered,3,Triad Explicit Ratings
CM,0.1479729869271598,Method E,Triads,All r_bounds Considered,4,Triad Explicit Ratings
Cm,0.1479729869271598,Method E,Triads,All r_bounds Considered,4,Triad Explicit Ratings
FM2nd,0.0763682614197744,Method E,Triads,All r_bounds Considered,4,Triad Explicit Ratings
Fsus42nd,0.3481540141104351,Method E,Triads,All r_bounds Considered,4,Triad Explicit Ratings
G#M1st,0.1886784659548544,Method E,Triads,All r_bounds Considered,4,Triad Explicit Ratings
Csus2,0.2362817785671506,Method E,Triads,All r_bounds Considered,4,Triad Explicit Ratings
Csus4,0.2362817785671506,Method E,Triads,All r_bounds Considered,4,Triad Explicit Ratings
Fm2nd,0.1886784659548544,Method E,Triads,All r_bounds Considered,4,Triad Explicit Ratings
Adim1st,0.8711060817869701,Method E,Triads,All r_bounds Considered,4,Triad Explicit Ratings
Am1st,0.0763682614197744,Method E,Triads,All r_bounds Considered,4,Triad Explicit Ratings
F#dim2nd,0.8711060817869705,Method E,Triads,All r_bounds Considered,4,Triad Explicit Ratings
Cdim,1.0,Method E,Triads,All r_bounds Considered,4,Triad Explicit Ratings
CAug,0.0,Method E,Triads,All r_bounds Considered,4,Triad Explicit Ratings
CM,0.2134432237560611,Method E,Triads,All r_bounds Considered,5,Triad Explicit Ratings
Cm,0.2134432237560609,Method E,Triads,All r_bounds Considered,5,Triad Explicit Ratings
FM2nd,0.1024488594617024,Method E,Triads,All r_bounds Considered,5,Triad Explicit Ratings
Fsus42nd,0.4672078320360239,Method E,Triads,All r_bounds Considered,5,Triad Explicit Ratings
G#M1st,0.2554659674942698,Method E,Triads,All r_bounds Considered,5,Triad Explicit Ratings
Csus2,0.3853047997744684,Method E,Triads,All r_bounds Considered,5,Triad Explicit Ratings
Csus4,0.3853047997744684,Method E,Triads,All r_bounds Considered,5,Triad Explicit Ratings
Fm2nd,0.2554659674942696,Method E,Triads,All r_bounds Considered,5,Triad Explicit Ratings
Adim1st,0.8475383671666417,Method E,Triads,All r_bounds Considered,5,Triad Explicit Ratings
Am1st,0.1024488594617025,Method E,Triads,All r_bounds Considered,5,Triad Explicit Ratings
F#dim2nd,0.8475383671666414,Method E,Triads,All r_bounds Considered,5,Triad Explicit Ratings
Cdim,1.0,Method E,Triads,All r_bounds Considered,5,Triad Explicit Ratings
CAug,0.0,Method E,Triads,All r_bounds Considered,5,Triad Explicit Ratings
