note_combination,chord_label,raw_values_per_combination,weighted_modulations_per_region_in_note_combinations,weighted_sum_per_region_normalized_tension_value,raw_t_score_summed_only_modulations,raw_t_score_summed_using_weighted_normalized_value,raw_t_score_summed_using_weighted_modulations_no_norm,normed_values_only_modulations,normed_values_weighted_modulations_only,normed_values_normed_weighted_modulations,method,harmonics_considered
"C4,E4,G4",CM,"[[1.7977344041860173, 9.519594753260609, 9.052486829030666, 8.518258014164957, 20.011670217665962, 11.231768137296696, 15.897644874788869, 10.779976665889539, 15.178144222754462, 13.972513450911448, 15.75502071088001, 20.40942031085836, 18.698190090519976], [1.2919393042691905, 7.292134429163393, 9.333123232773518, 8.637859717084869, 12.439571652673845, 7.437236445006089, 18.43549862425299, 11.44627437959241, 13.164840486195008, 14.703533614687865, 15.310484194764545, 16.848688212968565, 20.91861539070998], [0.0, 8.994326088111306, 11.961363726892284, 12.683866268583895, 12.067017058956411, 11.58963729658102, 15.125138113065326, 13.362266421131604, 13.829141932653403, 21.949987508666936, 15.778000236679663, 17.56928403361392, 21.822970821650248], [2.196540232557518, 9.554724699370611, 8.517801343934387, 18.450477122457293, 12.315258559233136, 11.5120534203406, 13.811793901285718, 13.694980419267598, 14.449111189602068, 15.093179953112477, 20.11289278609554, 16.49191820148947, 17.648942127154363]]","[[1.258414082930212, 9.519594753260609, 9.052486829030666, 5.96278060991547, 0.0, 11.231768137296696, 0.0, 0.0, 10.624700955928123, 0.0, 0.0, 0.0, 0.0], [0.9043575129884333, 7.292134429163393, 9.333123232773518, 6.0465018019594075, 0.0, 7.437236445006089, 0.0, 0.0, 9.215388340336505, 0.0, 0.0, 0.0, 0.0], [0.0, 8.994326088111306, 11.961363726892284, 8.878706388008725, 0.0, 11.58963729658102, 0.0, 0.0, 9.680399352857382, 0.0, 0.0, 0.0, 0.0], [1.5375781627902625, 9.554724699370611, 8.517801343934387, 12.915333985720105, 0.0, 11.5120534203406, 0.0, 0.0, 10.114377832721447, 0.0, 0.0, 0.0, 0.0]]","[0.27894315406712034, 0.25581071477279727, 0.28916180337077513, 0.311486747214802]",678.6648958288366,1.1354024194254948,193.13478942791724,0.7870598464583447,0.33073966448000175,0.195323149458899,Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0,32
"C4,D#4,G4",Cm,"[[2.196540232557518, 9.554724699370611, 8.517801343934387, 18.450477122457293, 12.315258559233136, 11.5120534203406, 13.811793901285718, 13.694980419267598, 14.449111189602068, 15.093179953112477, 20.11289278609554, 16.49191820148947, 17.648942127154363], [1.2919393042691905, 7.292134429163393, 9.333123232773518, 8.637859717084869, 12.439571652673845, 7.437236445006089, 18.43549862425299, 11.44627437959241, 13.164840486195008, 14.703533614687865, 15.310484194764545, 16.848688212968565, 20.91861539070998], [0.0, 8.994326088111306, 11.961363726892284, 12.683866268583895, 12.067017058956411, 11.58963729658102, 15.125138113065326, 13.362266421131604, 13.829141932653403, 21.949987508666936, 15.778000236679663, 17.56928403361392, 21.822970821650248], [1.7977344041860173, 9.519594753260609, 9.052486829030666, 8.518258014164957, 20.011670217665962, 11.231768137296696, 15.897644874788869, 10.779976665889539, 15.178144222754462, 13.972513450911448, 15.75502071088001, 20.40942031085836, 18.698190090519976]]","[[1.5375781627902625, 9.554724699370611, 8.517801343934387, 12.915333985720105, 0.0, 11.5120534203406, 0.0, 0.0, 10.114377832721447, 0.0, 0.0, 0.0, 0.0], [0.9043575129884333, 7.292134429163393, 9.333123232773518, 6.0465018019594075, 0.0, 7.437236445006089, 0.0, 0.0, 9.215388340336505, 0.0, 0.0, 0.0, 0.0], [0.0, 8.994326088111306, 11.961363726892284, 8.878706388008725, 0.0, 11.58963729658102, 0.0, 0.0, 9.680399352857382, 0.0, 0.0, 0.0, 0.0], [1.258414082930212, 9.519594753260609, 9.052486829030666, 5.96278060991547, 0.0, 11.231768137296696, 0.0, 0.0, 10.624700955928123, 0.0, 0.0, 0.0, 0.0]]","[0.311486747214802, 0.25581071477279727, 0.28916180337077513, 0.27894315406712034]",678.6648958288365,1.1354024194254948,193.13478942791727,0.7870598464583416,0.33073966448000264,0.195323149458899,Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0,32
"C4,F4,G4",Csus4,"[[1.4280116581045375, 8.64973767653646, 10.571530447300091, 9.719839714849027, 18.89134334598006, 7.588338150123368, 13.919327484388857, 12.132990270134263, 13.84429989821277, 15.078289774354285, 16.01988865552803, 20.482204967971388, 17.323834642046883], [1.2919393042691905, 7.292134429163393, 9.333123232773518, 8.637859717084869, 12.439571652673845, 7.437236445006089, 18.43549862425299, 11.44627437959241, 13.164840486195008, 14.703533614687865, 15.310484194764545, 16.848688212968565, 20.91861539070998], [0.0, 8.994326088111306, 11.961363726892284, 12.683866268583895, 12.067017058956411, 11.58963729658102, 15.125138113065326, 13.362266421131604, 13.829141932653403, 21.949987508666936, 15.778000236679663, 17.56928403361392, 21.822970821650248], [2.6235645980947524, 8.64126158739463, 18.596738488855962, 11.071791465453243, 13.206494011211637, 11.019915014084546, 12.878266699273393, 13.412080007155717, 16.749339257830137, 13.749278622481375, 19.79665181210543, 16.927325376552897, 18.61501863047225]]","[[0.9996081606731761, 8.64973767653646, 10.571530447300091, 6.803887800394318, 0.0, 7.588338150123368, 0.0, 0.0, 9.691009928748938, 0.0, 0.0, 0.0, 0.0], [0.9043575129884333, 7.292134429163393, 9.333123232773518, 6.0465018019594075, 0.0, 7.437236445006089, 0.0, 0.0, 9.215388340336505, 0.0, 0.0, 0.0, 0.0], [0.0, 8.994326088111306, 11.961363726892284, 8.878706388008725, 0.0, 11.58963729658102, 0.0, 0.0, 9.680399352857382, 0.0, 0.0, 0.0, 0.0], [1.8364952186663266, 8.64126158739463, 18.596738488855962, 7.75025402581727, 0.0, 11.019915014084546, 0.0, 0.0, 11.724537480481095, 0.0, 0.0, 0.0, 0.0]]","[0.26745674213510934, 0.25581071477279727, 0.28916180337077513, 0.3360029670607685]",676.9301614472242,1.14843222733945,195.20648859375424,0.7390835096388888,0.39401134483609235,0.28245334213584355,Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0,32
"C4,D4,G4",Csus2,"[[2.6235645980947524, 8.64126158739463, 18.596738488855962, 11.071791465453243, 13.206494011211637, 11.019915014084546, 12.878266699273393, 13.412080007155717, 16.749339257830137, 13.749278622481375, 19.79665181210543, 16.927325376552897, 18.61501863047225], [1.2919393042691905, 7.292134429163393, 9.333123232773518, 8.637859717084869, 12.439571652673845, 7.437236445006089, 18.43549862425299, 11.44627437959241, 13.164840486195008, 14.703533614687865, 15.310484194764545, 16.848688212968565, 20.91861539070998], [0.0, 8.994326088111306, 11.961363726892284, 12.683866268583895, 12.067017058956411, 11.58963729658102, 15.125138113065326, 13.362266421131604, 13.829141932653403, 21.949987508666936, 15.778000236679663, 17.56928403361392, 21.822970821650248], [1.4280116581045375, 8.64973767653646, 10.571530447300091, 9.719839714849027, 18.89134334598006, 7.588338150123368, 13.919327484388857, 12.132990270134263, 13.84429989821277, 15.078289774354285, 16.01988865552803, 20.482204967971388, 17.323834642046883]]","[[1.8364952186663266, 8.64126158739463, 18.596738488855962, 7.75025402581727, 0.0, 11.019915014084546, 0.0, 0.0, 11.724537480481095, 0.0, 0.0, 0.0, 0.0], [0.9043575129884333, 7.292134429163393, 9.333123232773518, 6.0465018019594075, 0.0, 7.437236445006089, 0.0, 0.0, 9.215388340336505, 0.0, 0.0, 0.0, 0.0], [0.0, 8.994326088111306, 11.961363726892284, 8.878706388008725, 0.0, 11.58963729658102, 0.0, 0.0, 9.680399352857382, 0.0, 0.0, 0.0, 0.0], [0.9996081606731761, 8.64973767653646, 10.571530447300091, 6.803887800394318, 0.0, 7.588338150123368, 0.0, 0.0, 9.691009928748938, 0.0, 0.0, 0.0, 0.0]]","[0.3360029670607685, 0.25581071477279727, 0.28916180337077513, 0.26745674213510934]",676.9301614472242,1.1484322273394503,195.20648859375424,0.7390835096388888,0.39401134483609235,0.28245334213584505,Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0,32
"C4,F#4,A4",F#dim2nd,"[[1.871192273327206, 8.951378907803386, 8.39614416879008, 9.742155891047556, 8.884955370405386, 20.573214130890896, 9.601708959602629, 12.510734914207081, 13.70010018945471, 16.907138021188192, 13.721910800494557, 13.232550905753659, 23.838880557230098], [1.1028407859292926, 6.5318449057501375, 7.180854408637913, 10.307116912326492, 9.547055505069189, 8.662371379263044, 10.303572487131605, 17.449386718608267, 12.692968127270877, 13.151937476050616, 15.568942598507643, 15.483821638194868, 17.03791106232871], [0.0, 8.994326088111306, 11.961363726892284, 12.683866268583895, 12.067017058956411, 11.58963729658102, 15.125138113065326, 13.362266421131604, 13.829141932653403, 21.949987508666936, 15.778000236679663, 17.56928403361392, 21.822970821650248], [2.196540232557518, 9.554724699370611, 8.517801343934387, 18.450477122457293, 12.315258559233136, 11.5120534203406, 13.811793901285718, 13.694980419267598, 14.449111189602068, 15.093179953112477, 20.11289278609554, 16.49191820148947, 17.648942127154363]]","[[1.3098345913290441, 8.951378907803386, 8.39614416879008, 6.8195091237332885, 0.0, 20.573214130890896, 0.0, 0.0, 9.590070132618298, 0.0, 0.0, 0.0, 0.0], [0.7719885501505047, 6.5318449057501375, 7.180854408637913, 7.214981838628544, 0.0, 8.662371379263044, 0.0, 0.0, 8.885077689089613, 0.0, 0.0, 0.0, 0.0], [0.0, 8.994326088111306, 11.961363726892284, 8.878706388008725, 0.0, 11.58963729658102, 0.0, 0.0, 9.680399352857382, 0.0, 0.0, 0.0, 0.0], [1.5375781627902625, 9.554724699370611, 8.517801343934387, 12.915333985720105, 0.0, 11.5120534203406, 0.0, 0.0, 10.114377832721447, 0.0, 0.0, 0.0, 0.0]]","[0.34360181242778376, 0.27063129151994286, 0.28916180337077513, 0.311486747214802]",657.5353625577509,1.2148816545333039,200.14357212401288,0.20269510693592405,0.5447946130678182,0.726799984304844,Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0,32
"C4,D#4,A4",Adim1st,"[[2.196540232557518, 9.554724699370611, 8.517801343934387, 18.450477122457293, 12.315258559233136, 11.5120534203406, 13.811793901285718, 13.694980419267598, 14.449111189602068, 15.093179953112477, 20.11289278609554, 16.49191820148947, 17.648942127154363], [1.1028407859292926, 6.5318449057501375, 7.180854408637913, 10.307116912326492, 9.547055505069189, 8.662371379263044, 10.303572487131605, 17.449386718608267, 12.692968127270877, 13.151937476050616, 15.568942598507643, 15.483821638194868, 17.03791106232871], [0.0, 8.994326088111306, 11.961363726892284, 12.683866268583895, 12.067017058956411, 11.58963729658102, 15.125138113065326, 13.362266421131604, 13.829141932653403, 21.949987508666936, 15.778000236679663, 17.56928403361392, 21.822970821650248], [1.871192273327206, 8.951378907803386, 8.39614416879008, 9.742155891047556, 8.884955370405386, 20.573214130890896, 9.601708959602629, 12.510734914207081, 13.70010018945471, 16.907138021188192, 13.721910800494557, 13.232550905753659, 23.838880557230098]]","[[1.5375781627902625, 9.554724699370611, 8.517801343934387, 12.915333985720105, 0.0, 11.5120534203406, 0.0, 0.0, 10.114377832721447, 0.0, 0.0, 0.0, 0.0], [0.7719885501505047, 6.5318449057501375, 7.180854408637913, 7.214981838628544, 0.0, 8.662371379263044, 0.0, 0.0, 8.885077689089613, 0.0, 0.0, 0.0, 0.0], [0.0, 8.994326088111306, 11.961363726892284, 8.878706388008725, 0.0, 11.58963729658102, 0.0, 0.0, 9.680399352857382, 0.0, 0.0, 0.0, 0.0], [1.3098345913290441, 8.951378907803386, 8.39614416879008, 6.8195091237332885, 0.0, 20.573214130890896, 0.0, 0.0, 9.590070132618298, 0.0, 0.0, 0.0, 0.0]]","[0.311486747214802, 0.27063129151994286, 0.28916180337077513, 0.34360181242778376]",657.5353625577509,1.2148816545333037,200.1435721240129,0.20269510693592405,0.5447946130678191,0.7267999843048426,Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0,32
"C4,D#4,F#4",Cdim,"[[2.196540232557518, 9.554724699370611, 8.517801343934387, 18.450477122457293, 12.315258559233136, 11.5120534203406, 13.811793901285718, 13.694980419267598, 14.449111189602068, 15.093179953112477, 20.11289278609554, 16.49191820148947, 17.648942127154363], [1.871192273327206, 8.951378907803386, 8.39614416879008, 9.742155891047556, 8.884955370405386, 20.573214130890896, 9.601708959602629, 12.510734914207081, 13.70010018945471, 16.907138021188192, 13.721910800494557, 13.232550905753659, 23.838880557230098], [0.0, 8.994326088111306, 11.961363726892284, 12.683866268583895, 12.067017058956411, 11.58963729658102, 15.125138113065326, 13.362266421131604, 13.829141932653403, 21.949987508666936, 15.778000236679663, 17.56928403361392, 21.822970821650248], [2.196540232557518, 9.554724699370611, 8.517801343934387, 18.450477122457293, 12.315258559233136, 11.5120534203406, 13.811793901285718, 13.694980419267598, 14.449111189602068, 15.093179953112477, 20.11289278609554, 16.49191820148947, 17.648942127154363]]","[[1.5375781627902625, 9.554724699370611, 8.517801343934387, 12.915333985720105, 0.0, 11.5120534203406, 0.0, 0.0, 10.114377832721447, 0.0, 0.0, 0.0, 0.0], [1.3098345913290441, 8.951378907803386, 8.39614416879008, 6.8195091237332885, 0.0, 20.573214130890896, 0.0, 0.0, 9.590070132618298, 0.0, 0.0, 0.0, 0.0], [0.0, 8.994326088111306, 11.961363726892284, 8.878706388008725, 0.0, 11.58963729658102, 0.0, 0.0, 9.680399352857382, 0.0, 0.0, 0.0, 0.0], [1.5375781627902625, 9.554724699370611, 8.517801343934387, 12.915333985720105, 0.0, 11.5120534203406, 0.0, 0.0, 10.114377832721447, 0.0, 0.0, 0.0, 0.0]]","[0.311486747214802, 0.34360181242778376, 0.28916180337077513, 0.311486747214802]",686.364412508583,1.255737110228163,215.04832279737053,1.0,1.0,1.0,Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0,32
"C4,F4,A#4",Fsus42nd,"[[1.4280116581045375, 8.64973767653646, 10.571530447300091, 9.719839714849027, 18.89134334598006, 7.588338150123368, 13.919327484388857, 12.132990270134263, 13.84429989821277, 15.078289774354285, 16.01988865552803, 20.482204967971388, 17.323834642046883], [1.8853921458593317, 5.581726481376766, 9.331385727306532, 8.011944442486568, 8.667592284118836, 8.885247029928168, 9.112316101207766, 10.320094093105116, 19.14660888726118, 12.908765241478786, 15.08094731618419, 15.82525751572874, 17.416737409658733], [0.0, 8.994326088111306, 11.961363726892284, 12.683866268583895, 12.067017058956411, 11.58963729658102, 15.125138113065326, 13.362266421131604, 13.829141932653403, 21.949987508666936, 15.778000236679663, 17.56928403361392, 21.822970821650248], [1.4280116581045375, 8.64973767653646, 10.571530447300091, 9.719839714849027, 18.89134334598006, 7.588338150123368, 13.919327484388857, 12.132990270134263, 13.84429989821277, 15.078289774354285, 16.01988865552803, 20.482204967971388, 17.323834642046883]]",,,650.2062875533468,,,0.0,,,Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0,32
"C4,D#4,A4",Adim1st,"[[2.196540232557518, 9.554724699370611, 8.517801343934387, 18.450477122457293, 12.315258559233136, 11.5120534203406, 13.811793901285718, 13.694980419267598, 14.449111189602068, 15.093179953112477, 20.11289278609554, 16.49191820148947, 17.648942127154363], [1.1028407859292926, 6.5318449057501375, 7.180854408637913, 10.307116912326492, 9.547055505069189, 8.662371379263044, 10.303572487131605, 17.449386718608267, 12.692968127270877, 13.151937476050616, 15.568942598507643, 15.483821638194868, 17.03791106232871], [0.0, 8.994326088111306, 11.961363726892284, 12.683866268583895, 12.067017058956411, 11.58963729658102, 15.125138113065326, 13.362266421131604, 13.829141932653403, 21.949987508666936, 15.778000236679663, 17.56928403361392, 21.822970821650248], [1.871192273327206, 8.951378907803386, 8.39614416879008, 9.742155891047556, 8.884955370405386, 20.573214130890896, 9.601708959602629, 12.510734914207081, 13.70010018945471, 16.907138021188192, 13.721910800494557, 13.232550905753659, 23.838880557230098]]",,,657.5353625577509,,,0.20269510693592405,,,Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0,32
"C4,F#4,A4",F#dim2nd,"[[1.871192273327206, 8.951378907803386, 8.39614416879008, 9.742155891047556, 8.884955370405386, 20.573214130890896, 9.601708959602629, 12.510734914207081, 13.70010018945471, 16.907138021188192, 13.721910800494557, 13.232550905753659, 23.838880557230098], [1.1028407859292926, 6.5318449057501375, 7.180854408637913, 10.307116912326492, 9.547055505069189, 8.662371379263044, 10.303572487131605, 17.449386718608267, 12.692968127270877, 13.151937476050616, 15.568942598507643, 15.483821638194868, 17.03791106232871], [0.0, 8.994326088111306, 11.961363726892284, 12.683866268583895, 12.067017058956411, 11.58963729658102, 15.125138113065326, 13.362266421131604, 13.829141932653403, 21.949987508666936, 15.778000236679663, 17.56928403361392, 21.822970821650248], [2.196540232557518, 9.554724699370611, 8.517801343934387, 18.450477122457293, 12.315258559233136, 11.5120534203406, 13.811793901285718, 13.694980419267598, 14.449111189602068, 15.093179953112477, 20.11289278609554, 16.49191820148947, 17.648942127154363]]",,,657.5353625577509,,,0.20269510693592405,,,Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0,32
"C4,F4,A4",FM2nd,"[[1.4280116581045375, 8.64973767653646, 10.571530447300091, 9.719839714849027, 18.89134334598006, 7.588338150123368, 13.919327484388857, 12.132990270134263, 13.84429989821277, 15.078289774354285, 16.01988865552803, 20.482204967971388, 17.323834642046883], [1.1028407859292926, 6.5318449057501375, 7.180854408637913, 10.307116912326492, 9.547055505069189, 8.662371379263044, 10.303572487131605, 17.449386718608267, 12.692968127270877, 13.151937476050616, 15.568942598507643, 15.483821638194868, 17.03791106232871], [0.0, 8.994326088111306, 11.961363726892284, 12.683866268583895, 12.067017058956411, 11.58963729658102, 15.125138113065326, 13.362266421131604, 13.829141932653403, 21.949987508666936, 15.778000236679663, 17.56928403361392, 21.822970821650248], [1.7977344041860173, 9.519594753260609, 9.052486829030666, 8.518258014164957, 20.011670217665962, 11.231768137296696, 15.897644874788869, 10.779976665889539, 15.178144222754462, 13.972513450911448, 15.75502071088001, 20.40942031085836, 18.698190090519976]]",,,658.2256828793923,,,0.22178681377901902,,,Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0,32
"C4,E4,A4",Am1st,"[[1.7977344041860173, 9.519594753260609, 9.052486829030666, 8.518258014164957, 20.011670217665962, 11.231768137296696, 15.897644874788869, 10.779976665889539, 15.178144222754462, 13.972513450911448, 15.75502071088001, 20.40942031085836, 18.698190090519976], [1.1028407859292926, 6.5318449057501375, 7.180854408637913, 10.307116912326492, 9.547055505069189, 8.662371379263044, 10.303572487131605, 17.449386718608267, 12.692968127270877, 13.151937476050616, 15.568942598507643, 15.483821638194868, 17.03791106232871], [0.0, 8.994326088111306, 11.961363726892284, 12.683866268583895, 12.067017058956411, 11.58963729658102, 15.125138113065326, 13.362266421131604, 13.829141932653403, 21.949987508666936, 15.778000236679663, 17.56928403361392, 21.822970821650248], [1.4280116581045375, 8.64973767653646, 10.571530447300091, 9.719839714849027, 18.89134334598006, 7.588338150123368, 13.919327484388857, 12.132990270134263, 13.84429989821277, 15.078289774354285, 16.01988865552803, 20.482204967971388, 17.323834642046883]]",,,658.2256828793923,,,0.22178681377901902,,,Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0,32
"C4,D#4,G#4",G#M1st,"[[2.196540232557518, 9.554724699370611, 8.517801343934387, 18.450477122457293, 12.315258559233136, 11.5120534203406, 13.811793901285718, 13.694980419267598, 14.449111189602068, 15.093179953112477, 20.11289278609554, 16.49191820148947, 17.648942127154363], [1.4975005990759442, 8.282987830771335, 7.207582449703522, 7.252733188035647, 12.469740002842194, 9.356804619255577, 20.925871457323186, 7.615357618793297, 14.07159785454158, 13.275542286431333, 15.5931864756577, 16.43453798316616, 22.038895528872473], [0.0, 8.994326088111306, 11.961363726892284, 12.683866268583895, 12.067017058956411, 11.58963729658102, 15.125138113065326, 13.362266421131604, 13.829141932653403, 21.949987508666936, 15.778000236679663, 17.56928403361392, 21.822970821650248], [1.4280116581045375, 8.64973767653646, 10.571530447300091, 9.719839714849027, 18.89134334598006, 7.588338150123368, 13.919327484388857, 12.132990270134263, 13.84429989821277, 15.078289774354285, 16.01988865552803, 20.482204967971388, 17.323834642046883]]",,,672.2546480424868,,,0.6097761019531823,,,Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0,32
"C4,F4,G#4",Fm2nd,"[[1.4280116581045375, 8.64973767653646, 10.571530447300091, 9.719839714849027, 18.89134334598006, 7.588338150123368, 13.919327484388857, 12.132990270134263, 13.84429989821277, 15.078289774354285, 16.01988865552803, 20.482204967971388, 17.323834642046883], [1.4975005990759442, 8.282987830771335, 7.207582449703522, 7.252733188035647, 12.469740002842194, 9.356804619255577, 20.925871457323186, 7.615357618793297, 14.07159785454158, 13.275542286431333, 15.5931864756577, 16.43453798316616, 22.038895528872473], [0.0, 8.994326088111306, 11.961363726892284, 12.683866268583895, 12.067017058956411, 11.58963729658102, 15.125138113065326, 13.362266421131604, 13.829141932653403, 21.949987508666936, 15.778000236679663, 17.56928403361392, 21.822970821650248], [2.196540232557518, 9.554724699370611, 8.517801343934387, 18.450477122457293, 12.315258559233136, 11.5120534203406, 13.811793901285718, 13.694980419267598, 14.449111189602068, 15.093179953112477, 20.11289278609554, 16.49191820148947, 17.648942127154363]]",,,672.2546480424868,,,0.6097761019531823,,,Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0,32
