note_combination,chord_label,raw_values_per_combination,weighted_modulations_per_region_in_note_combinations,weighted_sum_per_region_normalized_tension_value,raw_t_score_summed_only_modulations,raw_t_score_summed_using_weighted_normalized_value,raw_t_score_summed_using_weighted_modulations_no_norm,normed_values_only_modulations,normed_values_weighted_modulations_only,normed_values_normed_weighted_modulations,method,harmonics_considered
"C4,D4,G4",Csus2,"[[0.0, 0.0, 0.30000000000000004, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1, 0.0, 0.2, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.1, 0.0, 0.30000000000000004, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.30000000000000004, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.30000000000000004, 0.0, 0.1, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0]]",,,2.1000000000000005,,,1.0,,,Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0,2
"C4,D#4,F#4",Cdim,"[[0.0, 0.0, 0.0, 0.30000000000000004, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.2, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.30000000000000004, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.30000000000000004, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.2, 0.0, 0.0]]",,,2.1000000000000005,,,1.0,,,Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0,2
"C4,E4,G#4",CAug,"[[0.0, 0.0, 0.0, 0.0, 0.30000000000000004, 0.0, 0.1, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0], [0.0, 0.0, 0.0, 0.0, 0.1, 0.0, 0.30000000000000004, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.30000000000000004, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.30000000000000004, 0.0, 0.1, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0]]",,,2.1000000000000005,,,1.0,,,Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0,2
"C4,E4,G#4",CAug,"[[0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0], [0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 1, 0]]","[[0.0, 0, 0, 0.0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0], [0.0, 0, 0, 0.0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0], [0.0, 0, 0, 0.0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0], [0.0, 0, 0, 0.0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0]]","[0.0, 0.0, 0.0, 0.0]",14.0,0.0,0.0,1.0,0.0,0.0,Experimental_methods's  without weights on harmonics and weights on regions and distributive Cap 0,2
"C4,F4,A4",FM2nd,"[[0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 1, 0], [0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0], [0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 1, 0]]","[[0.0, 0, 0, 0.0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0], [0.0, 0, 0, 0.7, 0, 0, 0, 0, 0.0, 0, 0, 0, 0], [0.0, 0, 0, 0.0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0], [0.0, 0, 0, 0.0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0]]","[0.0, 0.2333333333333333, 0.0, 0.0]",13.0,0.2333333333333333,0.7,0.0,0.12068965517241377,0.16091954022988503,Experimental_methods's  without weights on harmonics and weights on regions and distributive Cap 0,2
"C4,E4,A4",Am1st,"[[0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 1, 0], [0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0], [0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 1, 0]]","[[0.0, 0, 0, 0.0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0], [0.0, 0, 0, 0.7, 0, 0, 0, 0, 0.0, 0, 0, 0, 0], [0.0, 0, 0, 0.0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0], [0.0, 0, 0, 0.0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0]]","[0.0, 0.2333333333333333, 0.0, 0.0]",13.0,0.2333333333333333,0.7,0.0,0.12068965517241377,0.16091954022988503,Experimental_methods's  without weights on harmonics and weights on regions and distributive Cap 0,2
"C4,E4,G4",CM,"[[0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0], [0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 1, 0, 0]]","[[0.0, 0, 0, 0.0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0], [0.0, 0, 0, 0.0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0], [0.0, 0, 0, 0.0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0], [0.0, 0, 0, 1.4, 0, 0, 0, 0, 0.0, 0, 0, 0, 0]]","[0.0, 0.0, 0.0, 0.35]",14.0,0.35,1.4,1.0,0.24137931034482754,0.24137931034482754,Experimental_methods's  without weights on harmonics and weights on regions and distributive Cap 0,2
"C4,D#4,G#4",G#M1st,"[[0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 1, 0, 0], [0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0], [0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 1, 0]]","[[0.0, 0, 0, 1.4, 0, 0, 0, 0, 0.0, 0, 0, 0, 0], [0.0, 0, 0, 0.0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0], [0.0, 0, 0, 0.0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0], [0.0, 0, 0, 0.0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0]]","[0.35, 0.0, 0.0, 0.0]",14.0,0.35,1.4,1.0,0.24137931034482754,0.24137931034482754,Experimental_methods's  without weights on harmonics and weights on regions and distributive Cap 0,2
"C4,D#4,G4",Cm,"[[0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 1, 0, 0], [0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0], [0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 1, 0]]","[[0.0, 0, 0, 1.4, 0, 0, 0, 0, 0.0, 0, 0, 0, 0], [0.0, 0, 0, 0.0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0], [0.0, 0, 0, 0.0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0], [0.0, 0, 0, 0.0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0]]","[0.35, 0.0, 0.0, 0.0]",14.0,0.35,1.4,1.0,0.24137931034482754,0.24137931034482754,Experimental_methods's  without weights on harmonics and weights on regions and distributive Cap 0,2
"C4,F4,G#4",Fm2nd,"[[0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0], [0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 1, 0, 0]]","[[0.0, 0, 0, 0.0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0], [0.0, 0, 0, 0.0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0], [0.0, 0, 0, 0.0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0], [0.0, 0, 0, 1.4, 0, 0, 0, 0, 0.0, 0, 0, 0, 0]]","[0.0, 0.0, 0.0, 0.35]",14.0,0.35,1.4,1.0,0.24137931034482754,0.24137931034482754,Experimental_methods's  without weights on harmonics and weights on regions and distributive Cap 0,2
"C4,F4,A#4",Fsus42nd,"[[0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 1, 0], [0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0], [0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 1, 0]]","[[0.0, 0, 0, 0.0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0], [0.0, 0, 1, 0.0, 0, 0, 0, 0, 1.4, 0, 0, 0, 0], [0.0, 0, 0, 0.0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0], [0.0, 0, 0, 0.0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0]]","[0.0, 0.7999999999999999, 0.0, 0.0]",13.0,0.7999999999999999,2.4,0.0,0.4137931034482758,0.5517241379310344,Experimental_methods's  without weights on harmonics and weights on regions and distributive Cap 0,2
"C4,F4,G4",Csus4,"[[0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0], [0, 0, 2, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]]","[[0.0, 0, 0, 0.0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0], [0.0, 0, 0, 0.0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0], [0.0, 0, 0, 0.0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0], [0.0, 0, 2, 0.0, 0, 0, 0, 0, 0.7, 0, 0, 0, 0]]","[0.0, 0.0, 0.0, 0.675]",14.0,0.675,2.7,1.0,0.46551724137931033,0.46551724137931033,Experimental_methods's  without weights on harmonics and weights on regions and distributive Cap 0,2
"C4,D4,G4",Csus2,"[[0, 0, 2, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0], [0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0], [0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 1, 0]]","[[0.0, 0, 2, 0.0, 0, 0, 0, 0, 0.7, 0, 0, 0, 0], [0.0, 0, 0, 0.0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0], [0.0, 0, 0, 0.0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0], [0.0, 0, 0, 0.0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0]]","[0.675, 0.0, 0.0, 0.0]",14.0,0.675,2.7,1.0,0.46551724137931033,0.46551724137931033,Experimental_methods's  without weights on harmonics and weights on regions and distributive Cap 0,2
"C4,D#4,A4",Adim1st,"[[0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 1, 0, 0], [0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0], [0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1]]","[[0.0, 0, 0, 1.4, 0, 0, 0, 0, 0.0, 0, 0, 0, 0], [0.0, 0, 0, 0.7, 0, 0, 0, 0, 0.0, 0, 0, 0, 0], [0.0, 0, 0, 0.0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0], [0.0, 0, 0, 0.0, 0, 3, 0, 0, 0.0, 0, 0, 0, 0]]","[0.35, 0.2333333333333333, 0.0, 0.75]",13.0,1.3333333333333333,5.1,0.0,0.8793103448275861,0.9195402298850573,Experimental_methods's  without weights on harmonics and weights on regions and distributive Cap 0,2
"C4,F#4,A4",F#dim2nd,"[[0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0], [0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 1, 0, 0]]","[[0.0, 0, 0, 0.0, 0, 3, 0, 0, 0.0, 0, 0, 0, 0], [0.0, 0, 0, 0.7, 0, 0, 0, 0, 0.0, 0, 0, 0, 0], [0.0, 0, 0, 0.0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0], [0.0, 0, 0, 1.4, 0, 0, 0, 0, 0.0, 0, 0, 0, 0]]","[0.75, 0.2333333333333333, 0.0, 0.35]",13.0,1.3333333333333333,5.1,0.0,0.8793103448275861,0.9195402298850573,Experimental_methods's  without weights on harmonics and weights on regions and distributive Cap 0,2
"C4,D#4,F#4",Cdim,"[[0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 1, 0, 0], [0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0], [0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 1, 0, 0]]","[[0.0, 0, 0, 1.4, 0, 0, 0, 0, 0.0, 0, 0, 0, 0], [0.0, 0, 0, 0.0, 0, 3, 0, 0, 0.0, 0, 0, 0, 0], [0.0, 0, 0, 0.0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0], [0.0, 0, 0, 1.4, 0, 0, 0, 0, 0.0, 0, 0, 0, 0]]","[0.35, 0.75, 0.0, 0.35]",14.0,1.4500000000000002,5.800000000000001,1.0,1.0,1.0,Experimental_methods's  without weights on harmonics and weights on regions and distributive Cap 0,2
"C4,F4,A4",FM2nd,"[[0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 1, 0], [0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0], [0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 1, 0]]",,,13.0,,,0.0,,,Experimental_methods's  without weights on harmonics without weights on regions and distributive Cap 0,2
"C4,E4,A4",Am1st,"[[0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 1, 0], [0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0], [0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 1, 0]]",,,13.0,,,0.0,,,Experimental_methods's  without weights on harmonics without weights on regions and distributive Cap 0,2
"C4,F4,A#4",Fsus42nd,"[[0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 1, 0], [0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0], [0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 1, 0]]",,,13.0,,,0.0,,,Experimental_methods's  without weights on harmonics without weights on regions and distributive Cap 0,2
"C4,D#4,A4",Adim1st,"[[0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 1, 0, 0], [0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0], [0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1]]",,,13.0,,,0.0,,,Experimental_methods's  without weights on harmonics without weights on regions and distributive Cap 0,2
"C4,F#4,A4",F#dim2nd,"[[0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0], [0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 1, 0, 0]]",,,13.0,,,0.0,,,Experimental_methods's  without weights on harmonics without weights on regions and distributive Cap 0,2
"C4,E4,G4",CM,"[[0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0], [0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 1, 0, 0]]",,,14.0,,,1.0,,,Experimental_methods's  without weights on harmonics without weights on regions and distributive Cap 0,2
"C4,D#4,G#4",G#M1st,"[[0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 1, 0, 0], [0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0], [0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 1, 0]]",,,14.0,,,1.0,,,Experimental_methods's  without weights on harmonics without weights on regions and distributive Cap 0,2
"C4,D#4,G4",Cm,"[[0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 1, 0, 0], [0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0], [0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 1, 0]]",,,14.0,,,1.0,,,Experimental_methods's  without weights on harmonics without weights on regions and distributive Cap 0,2
"C4,F4,G#4",Fm2nd,"[[0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0], [0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 1, 0, 0]]",,,14.0,,,1.0,,,Experimental_methods's  without weights on harmonics without weights on regions and distributive Cap 0,2
"C4,F4,G4",Csus4,"[[0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0], [0, 0, 2, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]]",,,14.0,,,1.0,,,Experimental_methods's  without weights on harmonics without weights on regions and distributive Cap 0,2
"C4,D4,G4",Csus2,"[[0, 0, 2, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0], [0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0], [0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 1, 0]]",,,14.0,,,1.0,,,Experimental_methods's  without weights on harmonics without weights on regions and distributive Cap 0,2
"C4,D#4,F#4",Cdim,"[[0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 1, 0, 0], [0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0], [0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 1, 0, 0]]",,,14.0,,,1.0,,,Experimental_methods's  without weights on harmonics without weights on regions and distributive Cap 0,2
"C4,E4,G#4",CAug,"[[0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0], [0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 1, 0]]",,,14.0,,,1.0,,,Experimental_methods's  without weights on harmonics without weights on regions and distributive Cap 0,2
"C4,F4,A4",FM2nd,"[[0, 0], [0, 0]]",,,0.0,,,0.0,,,Chan's method Vanilla Cap 0 with  non-distributive,2
"C4,E4,A4",Am1st,"[[0, 0], [0, 0]]",,,0.0,,,0.0,,,Chan's method Vanilla Cap 0 with  non-distributive,2
"C4,F4,A#4",Fsus42nd,"[[0, 0], [0, 0]]",,,0.0,,,0.0,,,Chan's method Vanilla Cap 0 with  non-distributive,2
"C4,E4,G#4",CAug,"[[0, 0], [0, 0]]",,,0.0,,,0.0,,,Chan's method Vanilla Cap 0 with  non-distributive,2
"C4,E4,G4",CM,"[[0, 0], [0, 2]]",,,2.0,,,0.5,,,Chan's method Vanilla Cap 0 with  non-distributive,2
"C4,D#4,G#4",G#M1st,"[[0, 2], [0, 0]]",,,2.0,,,0.5,,,Chan's method Vanilla Cap 0 with  non-distributive,2
"C4,D#4,G4",Cm,"[[0, 2], [0, 0]]",,,2.0,,,0.5,,,Chan's method Vanilla Cap 0 with  non-distributive,2
"C4,F4,G#4",Fm2nd,"[[0, 0], [0, 2]]",,,2.0,,,0.5,,,Chan's method Vanilla Cap 0 with  non-distributive,2
"C4,F4,G4",Csus4,"[[0, 0], [0, 2]]",,,2.0,,,0.5,,,Chan's method Vanilla Cap 0 with  non-distributive,2
"C4,D4,G4",Csus2,"[[0, 2], [0, 0]]",,,2.0,,,0.5,,,Chan's method Vanilla Cap 0 with  non-distributive,2
"C4,D#4,A4",Adim1st,"[[0, 2], [0, 0]]",,,2.0,,,0.5,,,Chan's method Vanilla Cap 0 with  non-distributive,2
"C4,F#4,A4",F#dim2nd,"[[0, 0], [0, 2]]",,,2.0,,,0.5,,,Chan's method Vanilla Cap 0 with  non-distributive,2
"C4,D#4,F#4",Cdim,"[[0, 2], [0, 2]]",,,4.0,,,1.0,,,Chan's method Vanilla Cap 0 with  non-distributive,2
"C4,E4,G#4",CAug,"[[0.0, 0.0, 0.0, 0.0, 0.30000000000000004, 0.0, 0.1, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0], [0.0, 0.0, 0.0, 0.0, 0.1, 0.0, 0.30000000000000004, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.30000000000000004, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.30000000000000004, 0.0, 0.1, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[0.0, 0.0, 0.0, 0.0]",2.1000000000000005,0.0,0.0,1.0,0.0,0.0,Experimental_methods's  with weights on harmonics and weights on regions and non-distributive Cap 0,2
"C4,F4,A4",FM2nd,"[[0.0, 0.0, 0.0, 0.0, 0.30000000000000004, 0.0, 0.1, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0], [0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.30000000000000004, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.30000000000000004, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.30000000000000004, 0.0, 0.1, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.06999999999999999, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[0.0, 0.17499999999999996, 0.0, 0.0]",1.9000000000000001,0.17499999999999996,0.06999999999999999,0.0,0.08536585365853656,0.12804878048780485,Experimental_methods's  with weights on harmonics and weights on regions and non-distributive Cap 0,2
"C4,E4,A4",Am1st,"[[0.0, 0.0, 0.0, 0.0, 0.30000000000000004, 0.0, 0.1, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0], [0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.30000000000000004, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.30000000000000004, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.30000000000000004, 0.0, 0.1, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.06999999999999999, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[0.0, 0.17499999999999996, 0.0, 0.0]",1.9000000000000001,0.17499999999999996,0.06999999999999999,0.0,0.08536585365853656,0.12804878048780485,Experimental_methods's  with weights on harmonics and weights on regions and non-distributive Cap 0,2
"C4,E4,G4",CM,"[[0.0, 0.0, 0.0, 0.0, 0.30000000000000004, 0.0, 0.1, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0], [0.0, 0.0, 0.0, 0.0, 0.1, 0.0, 0.30000000000000004, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.30000000000000004, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.30000000000000004, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.2, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.21000000000000002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[0.0, 0.0, 0.0, 0.35]",2.1000000000000005,0.35,0.21000000000000002,1.0,0.25609756097560976,0.25609756097560976,Experimental_methods's  with weights on harmonics and weights on regions and non-distributive Cap 0,2
